11924233   2      E0203          000000000000000800000000000000000800000000000000000000000000000000000000000000000000000800012~3~192423         
11924233   2      E2020          000000000000000800000000000000000800000000000000000000000000000000000000000000000000000800012~3~192423         
11924233   2      MEC            000000000000000800000000000000000800000000000000000000000000000000000000000000000000000800012~3~192423         
11924233   5      M0101          000000000000004900000000000000004900000000000000000000000000000000000000000000000000004900012~3~192423         
11924233   3      11             000000000000000600000000000000000600000000000000000000000000000000000000000000000000000600012~3~192423         
161561A    2      E0203          000000000000000800000000000000000800000000000000000000000000000000000040000000000000000800012~A~61561          
161561A    2      E2020          000000000000000800000000000000000800000000000000000000000000000000000040000000000000000800012~A~61561          
161561A    2      MEC            000000000000000800000000000000000800000000000000000000000000000000000040000000000000000800012~A~61561          
161561A    5      M0101          000000000000004900000000000000004900000000000000000000000000000000000245000000000000004900012~A~61561          
161561A    3      11             000000000000000600000000000000000600000000000000000000000000000000000030000000000000000600012~A~61561          
11924273   2      1.11           000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012~3~192427         
11924303   5      M0061          000000000000003108000000000000003108000000000000000000000000000000000000000000000000003108012~3~192430         
161562A    5      M0061          000000000000003108000000000000003108000000000000000000000000000000000155400000000000003108012~A~61562          
11924383   5      M0121          000000000000002800200000000000002800200000000000000000000000000000000000000000000000002800212~3~192438         
11924383   3      11             000000000000000800000000000000000800000000000000000000000000000000000000000000000000000800012~3~192438         
161563A    5      M0121          000000000000002800200000000000002800200000000000000000000000000000000140000000000000002800212~A~61563          
161563A    3      11             000000000000000800000000000000000800000000000000000000000000000000000040000000000000000800012~A~61563          
11924393   2      03             000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012~3~192439         
161564A    5      M0041          000000000000002908100000000000002908100000000000000000000000000000000145400000000000002908112~A~61564          
11924403   2      E0203          000000000000000800000000000000000800000000000000000000000000000000000000000000000000000800012~3~192440         
11924403   2      E2020          000000000000000800000000000000000800000000000000000000000000000000000000000000000000000800012~3~192440         
161565A    2      E0203          000000000000000800000000000000000800000000000000000000000000000000000040000000000000000800012~A~61565          
161565A    2      E2020          000000000000000800000000000000000800000000000000000000000000000000000040000000000000000800012~A~61565          
11924413   2      1.11           000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012~3~192441         
161566A    5      M0041          000000000000002643700000000000002643700000000000000000000000000000000132200000000000002643712~A~61566          
11924483   2      03             000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012~3~192448         
11924623   5      M0131          000000000000003388000000000000003388000000000000000000000000000000000000000000000000003388012~3~192462         
161567A    5      M0131          000000000000003388000000000000003388000000000000000000000000000000000169400000000000003388012~A~61567          
11924673   GRL    4417120        000000000000004066100000000000004066100000000000000000000000000000000000000000000000004066112~3~192467         
161568A    GRL    4417120        000000000000004066100000000000004066100000000000000000000000000000000203300000000000004066112~A~61568          
11924693   2      7020700        000000000000000451800000000000000451800000000000000000000000000000000000000000000000000451812~3~192469         
161569A    2      7020700        000000000000000451800000000000000451800000000000000000000000000000000022600000000000000451812~A~61569          
11924753   2      E0203          000000000000000800000000000000000800000000000000000000000000000000000000000000000000000800012~3~192475         
11924753   2      E2020          000000000000000400000000000000000400000000000000000000000000000000000000000000000000000400012~3~192475         
11924753   5      M0121          000000000000002884000000000000002884000000000000000000000000000000000000000000000000002884012~3~192475         
11924753   3      11             000000000000000600000000000000000600000000000000000000000000000000000000000000000000000600012~3~192475         
161570A    2      E0203          000000000000000800000000000000000800000000000000000000000000000000000040000000000000000800012~A~61570          
161570A    2      E2020          000000000000000400000000000000000400000000000000000000000000000000000020000000000000000400012~A~61570          
161570A    5      M0121          000000000000002884000000000000002884000000000000000000000000000000000144200000000000002884012~A~61570          
161570A    3      11             000000000000000600000000000000000600000000000000000000000000000000000030000000000000000600012~A~61570          
11924813   2      E0203          000000000000000600000000000000000600000000000000000000000000000000000000000000000000000600012~3~192481         
11924813   2      E2020          000000000000000400000000000000000400000000000000000000000000000000000000000000000000000400012~3~192481         
11924813   12     TR007          000000000000000400000000000000000400000000000000000000000000000000000000000000000000000400012~3~192481         
161571A    2      E0203          000000000000000600000000000000000600000000000000000000000000000000000030000000000000000600012~A~61571          
161571A    2      E2020          000000000000000400000000000000000400000000000000000000000000000000000020000000000000000400012~A~61571          
161571A    12     TR007          000000000000000400000000000000000400000000000000000000000000000000000020000000000000000400012~A~61571          
11924823   2      1.11           000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012~3~192482         
11924853   2      E0203          000000000000000600000000000000000600000000000000000000000000000000000000000000000000000600012~3~192485         
11924853   2      E2020          000000000000000400000000000000000400000000000000000000000000000000000000000000000000000400012~3~192485         
11924853   5      M0061          000000000000003108000000000000003108000000000000000000000000000000000000000000000000003108012~3~192485         
161572A    2      E0203          000000000000000600000000000000000600000000000000000000000000000000000030000000000000000600012~A~61572          
161572A    2      E2020          000000000000000400000000000000000400000000000000000000000000000000000020000000000000000400012~A~61572          
161572A    5      M0061          000000000000003108000000000000003108000000000000000000000000000000000155400000000000003108012~A~61572          
11924953   2      1.11           000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012~3~192495         
11924963   2      1.11           000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012~3~192496         
11925043   2      E0203          000000000000000800000000000000000800000000000000000000000000000000000000000000000000000800012~3~192504         
11925043   2      E2020          000000000000000400000000000000000400000000000000000000000000000000000000000000000000000400012~3~192504         
11925043   2      H0042          000000000000000812000000000000000812000000000000000000000000000000000000000000000000000812012~3~192504         
11925043   5      M0111          000000000000002800000000000000002800000000000000000000000000000000000000000000000000002800012~3~192504         
11925043   3      11             000000000000000800000000000000000800000000000000000000000000000000000000000000000000000800012~3~192504         
161573A    2      E0203          000000000000000800000000000000000800000000000000000000000000000000000040000000000000000800012~A~61573          
161573A    2      E2020          000000000000000400000000000000000400000000000000000000000000000000000020000000000000000400012~A~61573          
161573A    2      H0042          000000000000000812000000000000000812000000000000000000000000000000000040600000000000000812012~A~61573          
161573A    5      M0111          000000000000002800000000000000002800000000000000000000000000000000000140000000000000002800012~A~61573          
161573A    3      11             000000000000000800000000000000000800000000000000000000000000000000000040000000000000000800012~A~61573          
11925293   2      03             000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012~3~192529         
11925313   2      03             000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012~3~192531         
11925313   3      11             000000000000000600000000000000000600000000000000000000000000000000000000000000000000000600012~3~192531         
161574A    2      03             000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012~A~61574          
161574A    3      11             000000000000000600000000000000000600000000000000000000000000000000000030000000000000000600012~A~61574          
11925333   5      M0111          000000000000004900000000000000004900000000000000000000000000000000000000000000000000004900012~3~192533         
161575A    5      M0111          000000000000004900000000000000004900000000000000000000000000000000000245000000000000004900012~A~61575          
11925353   5      M0051          000000000000003900000000000000003900000000000000000000000000000000000000000000000000003900012~3~192535         
161576A    5      M0051          000000000000003900000000000000003900000000000000000000000000000000000195000000000000003900012~A~61576          
11925413   12     TR001          000000000000000400000000000000000400000000000000000000000000000000000000000000000000000400012~3~192541         
161577A    12     TR001          000000000000000400000000000000000400000000000000000000000000000000000020000000000000000400012~A~61577          
11925473   2      1.11           000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012~3~192547         
11925483   2      1.11           000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012~3~192548         
11925573   1      FUN            000000000000005200000000000000005200000000000000000000000000000000000000000000000000005200012~3~192557         
11925573   1      PIN            000000000000006000000000000000006000000000000000000000000000000000000000000000000000006000012~3~192557         
161578A    1      FUN            000000000000005200000000000000005200000000000000000000000000000000000260000000000000005200012~A~61578          
161578A    1      PIN            000000000000006000000000000000006000000000000000000000000000000000000300000000000000006000012~A~61578          
11925583   2      1.11           000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012~3~192558         
11925593   2      H0042....      000000000000000812000000000000000812000000000000000000000000000000000000000000000000000812012~3~192559         
11925593   5      M0051          000000000000003100000000000000003100000000000000000000000000000000000000000000000000003100012~3~192559         
161579A    2      H0042....      000000000000000812000000000000000812000000000000000000000000000000000040600000000000000812012~A~61579          
161579A    5      M0051          000000000000003100000000000000003100000000000000000000000000000000000155000000000000003100012~A~61579          
11925603   2      E0203          000000000000000800000000000000000800000000000000000000000000000000000000000000000000000800012~3~192560         
11925603   2      E2020          000000000000000400000000000000000400000000000000000000000000000000000000000000000000000400012~3~192560         
11925603   5      M0071          000000000000003108000000000000003108000000000000000000000000000000000000000000000000003108012~3~192560         
161580A    2      E0203          000000000000000800000000000000000800000000000000000000000000000000000040000000000000000800012~A~61580          
161580A    2      E2020          000000000000000400000000000000000400000000000000000000000000000000000020000000000000000400012~A~61580          
161580A    5      M0071          000000000000003108000000000000003108000000000000000000000000000000000155400000000000003108012~A~61580          
11925633   2      1.11           000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012~3~192563         
11925643   2      1.11           000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012~3~192564         
11925653   2      1.11           000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012~3~192565         
161582A    2      MEC            000000000000001000000000000000001000000000000000000000000000000000000050000000000000001000012~A~61582          
11925853   2      MEC            000000000000001200000000000000001200000000000000000000000000000000000000000000000000001200012~3~192585         
161583A    2      MEC            000000000000001200000000000000001200000000000000000000000000000000000060000000000000001200012~A~61583          
11925863   2      1.11           000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012~3~192586         
11925923   5      M0081          000000000000002912000000000000002912000000000000000000000000000000000000000000000000002912012~3~192592         
161584A    5      M0081          000000000000002912000000000000002912000000000000000000000000000000000145600000000000002912012~A~61584          
11925973   2      MEC            000000000000000800000000000000000800000000000000000000000000000000000000000000000000000800012~3~192597         
11925973   12     TR019          000000000000000400000000000000000400000000000000000000000000000000000000000000000000000400012~3~192597         
161585A    2      MEC            000000000000000800000000000000000800000000000000000000000000000000000040000000000000000800012~A~61585          
161585A    12     TR019          000000000000000400000000000000000400000000000000000000000000000000000020000000000000000400012~A~61585          
161586A    5      M0081          000000000000004900000000000000004900000000000000000000000000000000000245000000000000004900012~A~61586          
161587A    2      MEC            000000000000002000000000000000002000000000000000000000000000000000000100000000000000002000012~A~61587          
11926063   5      M0051          000000000000002890000000000000002890000000000000000000000000000000000000000000000000002890012~3~192606         
161588A    5      M0051          000000000000002890000000000000002890000000000000000000000000000000000144500000000000002890012~A~61588          
11926113   2      E0203          000000000000000600000000000000000600000000000000000000000000000000000000000000000000000600012~3~192611         
11926113   2      E2020          000000000000000400000000000000000400000000000000000000000000000000000000000000000000000400012~3~192611         
11926113   2      H0042....      000000000000000812000000000000000812000000000000000000000000000000000000000000000000000812012~3~192611         
161589A    2      E0203          000000000000000600000000000000000600000000000000000000000000000000000030000000000000000600012~A~61589          
161589A    2      E2020          000000000000000400000000000000000400000000000000000000000000000000000020000000000000000400012~A~61589          
161589A    2      H0042....      000000000000000812000000000000000812000000000000000000000000000000000040600000000000000812012~A~61589          
161590A    5      M0041          000000000000002908100000000000002908100000000000000000000000000000000145400000000000002908112~A~61590          
11926133   2      03             000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012~3~192613         
11926143   5      M0061          000000000000004900000000000000004900000000000000000000000000000000000000000000000000004900012~3~192614         
161591A    5      M0061          000000000000004900000000000000004900000000000000000000000000000000000245000000000000004900012~A~61591          
11926153   2      E0203          000000000000000600000000000000000600000000000000000000000000000000000000000000000000000600012~3~192615         
11926153   2      E2020          000000000000000400000000000000000400000000000000000000000000000000000000000000000000000400012~3~192615         
11926153   12     TR003          000000000000000400000000000000000400000000000000000000000000000000000000000000000000000400012~3~192615         
161592A    2      E0203          000000000000000600000000000000000600000000000000000000000000000000000030000000000000000600012~A~61592          
161592A    2      E2020          000000000000000400000000000000000400000000000000000000000000000000000020000000000000000400012~A~61592          
161592A    12     TR003          000000000000000400000000000000000400000000000000000000000000000000000020000000000000000400012~A~61592          
11926183   2      E0203          000000000000000800000000000000000800000000000000000000000000000000000000000000000000000800012~3~192618         
11926183   2      E2020          000000000000000400000000000000000400000000000000000000000000000000000000000000000000000400012~3~192618         
11926183   2      03             000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012~3~192618         
11926183   3      11             000000000000000600000000000000000600000000000000000000000000000000000000000000000000000600012~3~192618         
161593A    2      E0203          000000000000000800000000000000000800000000000000000000000000000000000040000000000000000800012~A~61593          
161593A    2      E2020          000000000000000400000000000000000400000000000000000000000000000000000020000000000000000400012~A~61593          
161593A    2      03             000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012~A~61593          
161593A    3      11             000000000000000600000000000000000600000000000000000000000000000000000030000000000000000600012~A~61593          
11926243   5      M0081          000000000000002800000000000000002800000000000000000000000000000000000000000000000000002800012~3~192624         
161594A    5      M0081          000000000000002800000000000000002800000000000000000000000000000000000140000000000000002800012~A~61594          
161595A    2      DIAG           000000000000002000000000000000002000000000000000000000000000000000000100000000000000002000012~A~61595          
161598A    3      ISOLANTE NYOGEL000000000000000229400000000000000229400000000000000000000000000000000011500000000000000229412~A~61598          
161598A    2      9103891        000000000000000451800000000000000451800000000000000000000000000000000022600000000000000451812~A~61598          
161599A    5      M0041          000000000000002908100000000000002908100000000000000000000000000000000145400000000000002908112~A~61599          
11926323   5      M0071          000000000000004900000000000000004900000000000000000000000000000000000000000000000000004900012~3~192632         
161600A    5      M0071          000000000000004900000000000000004900000000000000000000000000000000000245000000000000004900012~A~61600          
11926333   2      E0203          000000000000000600000000000000000600000000000000000000000000000000000000000000000000000600012~3~192633         
11926333   2      E2020          000000000000000400000000000000000400000000000000000000000000000000000000000000000000000400012~3~192633         
11926333   3      11             000000000000000400000000000000000400000000000000000000000000000000000000000000000000000400012~3~192633         
161601A    2      E0203          000000000000000600000000000000000600000000000000000000000000000000000030000000000000000600012~A~61601          
161601A    2      E2020          000000000000000400000000000000000400000000000000000000000000000000000020000000000000000400012~A~61601          
161601A    3      11             000000000000000400000000000000000400000000000000000000000000000000000020000000000000000400012~A~61601          
11926393   2      MEC            000000000000003000000000000000003000000000000000000000000000000000000000000000000000003000012~3~192639         
11926393   1      REQ            000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012~3~192639         
11926393   1      STF            000000000000002000000000000000002000000000000000001500000000000000000000000000000000002000012~3~192639         
161602A    2      MEC            000000000000003000000000000000003000000000000000000000000000000000000150000000000000003000012~A~61602          
161602A    1      REQ            000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012~A~61602          
161602A    1      STF            000000000000002000000000000000002000000000000000001500000000000000000100000000000000002000012~A~61602          
11926403   2      MEC            000000000000005000000000000000005000000000000000000000000000000000000000000000000000005000012~3~192640         
161603A    2      MEC            000000000000000600000000000000000600000000000000000000000000000000000030000000000000000600012~A~61603          
11926443   2      E0203          000000000000000800000000000000000800000000000000000000000000000000000000000000000000000800012~3~192644         
11926443   2      E2020          000000000000000400000000000000000400000000000000000000000000000000000000000000000000000400012~3~192644         
11926443   5      M0091          000000000000002884000000000000002884000000000000000000000000000000000000000000000000002884012~3~192644         
11926443   3      11             000000000000000600000000000000000600000000000000000000000000000000000000000000000000000600012~3~192644         
161604A    2      E0203          000000000000000800000000000000000800000000000000000000000000000000000040000000000000000800012~A~61604          
161604A    2      E2020          000000000000000400000000000000000400000000000000000000000000000000000020000000000000000400012~A~61604          
161604A    5      M0091          000000000000002884000000000000002884000000000000000000000000000000000144200000000000002884012~A~61604          
161604A    3      11             000000000000000600000000000000000600000000000000000000000000000000000030000000000000000600012~A~61604          
161605A    2      DIAG           000000000000001000000000000000001000000000000000000000000000000000000050000000000000001000012~A~61605          
11926513   2      1.11           000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012~3~192651         
11926523   12     TR006          000000000000000400000000000000000400000000000000000000000000000000000000000000000000000400012~3~192652         
161606A    12     TR006          000000000000000400000000000000000400000000000000000000000000000000000020000000000000000400012~A~61606          
11926533   2      1.11           000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012~3~192653         
11926553   2      E0203          000000000000000800000000000000000800000000000000000000000000000000000000000000000000000800012~3~192655         
11926553   2      E2020          000000000000000400000000000000000400000000000000000000000000000000000000000000000000000400012~3~192655         
11926553   5      M0061          000000000000002884000000000000002884000000000000000000000000000000000000000000000000002884012~3~192655         
11926553   3      11             000000000000000600000000000000000600000000000000000000000000000000000000000000000000000600012~3~192655         
161607A    2      E0203          000000000000000800000000000000000800000000000000000000000000000000000040000000000000000800012~A~61607          
161607A    2      E2020          000000000000000400000000000000000400000000000000000000000000000000000020000000000000000400012~A~61607          
161607A    5      M0061          000000000000002884000000000000002884000000000000000000000000000000000144200000000000002884012~A~61607          
161607A    3      11             000000000000000600000000000000000600000000000000000000000000000000000030000000000000000600012~A~61607          
11926603   2      03             000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012~3~192660         
11926673   2      DS-AL001       000000000000000400000000000000000400000000000000000000000000000000000000000000000000000400012~3~192667         
11926673   2      DS-BL001       000000000000000800000000000000000800000000000000000000000000000000000000000000000000000800012~3~192667         
11926673   5      M0041          000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012~3~192667         
11926673   3      11             000000000000000600000000000000000600000000000000000000000000000000000000000000000000000600012~3~192667         
161608A    2      DS-AL001       000000000000000400000000000000000400000000000000000000000000000000000020000000000000000400012~A~61608          
161608A    2      DS-BL001       000000000000000800000000000000000800000000000000000000000000000000000040000000000000000800012~A~61608          
161608A    5      M0041          000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012~A~61608          
161608A    3      11             000000000000000600000000000000000600000000000000000000000000000000000030000000000000000600012~A~61608          
161609A    1      PIN            000000000000005000000000000000005000000000000000000000000000000000000250000000000000005000012~A~61609          
11926753   5      M0111          000000000000003108000000000000003108000000000000000000000000000000000000000000000000003108012~3~192675         
161610A    5      M0111          000000000000003108000000000000003108000000000000000000000000000000000155400000000000003108012~A~61610          
11926853   5      M0091          000000000000003108000000000000003108000000000000000000000000000000000000000000000000003108012~3~192685         
11926853   2      8469959        000000000000001792000000000000001792000000000000000000000000000000000000000000000000001792012~3~192685         
161612A    5      M0091          000000000000003108000000000000003108000000000000000000000000000000000155400000000000003108012~A~61612          
161612A    2      8469959        000000000000001792000000000000001792000000000000000000000000000000000089600000000000001792012~A~61612          
11926903   5      M0111          000000000000002800000000000000002800000000000000000000000000000000000000000000000000002800012~3~192690         
161613A    5      M0111          000000000000002800000000000000002800000000000000000000000000000000000140000000000000002800012~A~61613          
11926913   2      1.11           000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012~3~192691         
11927043   1      REQ            000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012~3~192704         
11927053   2      1.11           000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012~3~192705         
11927063   2      1.11           000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012~3~192706         
11927073   2      1.11           000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012~3~192707         
11927093   2      MEC            000000000000008000000000000000008000000000000000000000000000000000000000000000000000008000012~3~192709         
161614A    2      MEC            000000000000008000000000000000008000000000000000000000000000000000000400000000000000008000012~A~61614          
11927113   5      M0061          000000000000002884000000000000002884000000000000000000000000000000000000000000000000002884012~3~192711         
161615A    5      M0061          000000000000002884000000000000002884000000000000000000000000000000000144200000000000002884012~A~61615          
11927193   2      MEC            000000000000001800000000000000001800000000000000000000000000000000000000000000000000001800012~3~192719         
161616A    2      MEC            000000000000001800000000000000001800000000000000000000000000000000000090000000000000001800012~A~61616          
11927213   12     TR019          000000000000000400000000000000000400000000000000000000000000000000000000000000000000000400012~3~192721         
161617A    12     TR019          000000000000000400000000000000000400000000000000000000000000000000000020000000000000000400012~A~61617          
11927223   2      4412470        000000000000018071200000000000018071200000000000000000000000000000000000000000000000018071212~3~192722         
161618A    2      4412470        000000000000018071200000000000018071200000000000000000000000000000000903600000000000018071212~A~61618          
11927233   2      1416740        000000000000000903600000000000000903600000000000000000000000000000000000000000000000000903612~3~192723         
161619A    2      1416740        000000000000000903600000000000000903600000000000000000000000000000000045200000000000000903612~A~61619          
161620A    5      M0041          000000000000002908100000000000002908100000000000000000000000000000000145400000000000002908112~A~61620          
11927413   2      E0203          000000000000000800000000000000000800000000000000000000000000000000000000000000000000000800012~3~192741         
11927413   2      E2020          000000000000000400000000000000000400000000000000000000000000000000000000000000000000000400012~3~192741         
11927413   5      M0071          000000000000002884000000000000002884000000000000000000000000000000000000000000000000002884012~3~192741         
161621A    2      E0203          000000000000000800000000000000000800000000000000000000000000000000000040000000000000000800012~A~61621          
161621A    2      E2020          000000000000000400000000000000000400000000000000000000000000000000000020000000000000000400012~A~61621          
161621A    5      M0071          000000000000002884000000000000002884000000000000000000000000000000000144200000000000002884012~A~61621          
11927423   2      03             000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012~3~192742         
161622A    5      M0041          000000000000002908100000000000002908100000000000000000000000000000000145400000000000002908112~A~61622          
161623A    4      MP             000000000000002438400000000000002438400000000000000000000000000000000121900000000000002438412~A~61623          
161623A    2      1441564        000000000000005421400000000000005421400000000000000000000000000000000271100000000000005421412~A~61623          
11927553   2      1.11           000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012~3~192755         
11927563   3      11             000000000000000800000000000000000800000000000000000000000000000000000000000000000000000800012~3~192756         
161624A    3      11             000000000000000800000000000000000800000000000000000000000000000000000040000000000000000800012~A~61624          
11927653   5      M0051          000000000000002890000000000000002890000000000000000000000000000000000000000000000000002890012~3~192765         
161625A    5      M0051          000000000000002890000000000000002890000000000000000000000000000000000144500000000000002890012~A~61625          
161626A    5      M0041          000000000000002908100000000000002908100000000000000000000000000000000145400000000000002908112~A~61626          
11927733   2      1.11           000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012~3~192773         
11927743   2      AAA09          000000000000002600000000000000002600000000000000000000000000000000000000000000000000002600012~3~192774         
161627A    2      AAA09          000000000000002600000000000000002600000000000000000000000000000000000130000000000000002600012~A~61627          
11927763   2      E0203          000000000000000800000000000000000800000000000000000000000000000000000000000000000000000800012~3~192776         
11927763   2      E2020          000000000000000800000000000000000800000000000000000000000000000000000000000000000000000800012~3~192776         
11927763   5      M0091          000000000000004900000000000000004900000000000000000000000000000000000000000000000000004900012~3~192776         
11927763   3      11             000000000000000600000000000000000600000000000000000000000000000000000000000000000000000600012~3~192776         
161628A    2      E0203          000000000000000800000000000000000800000000000000000000000000000000000040000000000000000800012~A~61628          
161628A    2      E2020          000000000000000800000000000000000800000000000000000000000000000000000040000000000000000800012~A~61628          
161628A    5      M0091          000000000000004900000000000000004900000000000000000000000000000000000245000000000000004900012~A~61628          
161628A    3      11             000000000000000600000000000000000600000000000000000000000000000000000030000000000000000600012~A~61628          
