1193636    20230530000021989424881    20070     45204     8AGEN76H0RR10030712 074KGUEDES             4   0000002704193636                                  0000000000000014633176000000000014175000000000000000000000000000000014350000000000000000000000000000000000000000000000000000000000
12596360   20230515000097015044021    20070     45202     9BGEP76B0RB10891312 074RBRITO              999900000000002596360                                 0100000000000012827219000000000000000000000000000000000000000000000013676580000000000000000000000000000000000000000000000000000000
1193143    20230518000078919947571    20270     45155     9BGEB43B0PB24768812 074JFERNANDES          4   0000001404193143                                  0000000000000012231325000000000012045000000000000000000000000000000012140000000000000000000000000000000000000000000000000000000000
1192428    20230502000022812684381    20270     45155     9BGEB43B0PB24753112 074ERICOS46            4   0000001430192428                                  0000000000000012359241000000000012369000000000000000000000000000000012464000000000000000000000000000000000000000000000000000000000
1193226    20230522000132646564341    20270     45146     9BGEN43B0PB24428212 074ERICOS46            4   0000001404193226                                  0000000000000013817248000000000013705000000000000000000000000000000013900000000000000000000000000000000000000000000000000000000000
1192484    20230503016179750001261    40320     44654     9BGJJ7520PB24849412 074KGUEDES             4   0000002767192484                                  0000000000000010979283000000000011739000000000000000000000000000000011739000000000000000000000000000000000000000000000000000000000
12598329   20230517341280450001681    40320     45213     9BGJK7520RB10843512 074RBRITO              999900000000002598329                                 0100000000000012022716000000000000000000000000000000000000000000000012647070000000000000000000000000000000000000000000000000000000
12602021   20230515000042685594931    40320     45198     9BGJP7520RB11249812 074RBRITO              999900000000002602021                                 0100000000000009151320000000000000000000000000000000000000000000000009585600000000000000000000000000000000000000000000000000000000
12597056   20230515000151353224341    40320     45198     9BGJP7520RB10886312 074JLGOMES             999900000000002597056                                 0100000000000009361920000000000000000000000000000000000000000000000009585600000000000000000000000000000000000000000000000000000000
12598576   20230511000713445944681    40320     45198     9BGJP7520RB10787312 074JLGOMES             999900000000002598576                                 0100000000000009361920000000000000000000000000000000000000000000000009585600000000000000000000000000000000000000000000000000000000
14149237   20230509000570037854041    40321     44642     9BGEA48H0PG30885512 074RBRITO              999900000000004149237                                 0100000000000007819177000000000000000000000000000000000000000000000008354200000000000000000000000000000000000000000000000000000000
1193027    20230517000104171074711    40321     44625     9BGEY48H0PG24597912 074AAGUIAR             4   0000001404193027                                  0000000000000006602479000000000009900000000000000000000000000000000009900000000000000000000000000000000000000000000000000000000000
1193631    20230530000041000564941    40321     44636     9BGEN69H0PG29494212 074AAGUIAR             4   0000001430193631                                  0000000000000011072684000000000010314000000000000000000000000000000010399000000000000000000000000000000000000000000000000000000000
1193098    20230518000050144054281    40321     44631     9BGEB48A0PG26531512 074KGUEDES             4   0000001430193098                                  0000000000000008764516000000000008041000000000000000000000000000000008499000000000000000000000000000000000000000000000000000000000
1192443    20230503000020532094531    40321     44631     9BGEB48A0PG28656812 074WPEREIRA            4   0000002704192443                                  0000000000000008809876000000000008127000000000000000000000000000000008670000000000000000000000000000000000000000000000000000000000
1192429    20230502000058751274141    40321     45141     9BGEB48A0PG26141112 074NATALIAS46          4   0000002704192429                                  0000000000000008981399000000000008765000000000000000000000000000000008850000000000000000000000000000000000000000000000000000000000
1192692    20230509000044987634911    40321     44625     9BGEY48H0PG21042712 074AAGUIAR             4   0000001404192692                                  0000000000000010254354000000000009999000000000000000000000000000000009999000000000000000000000000000000000000000000000000000000000
1192435    20230503000109887814091    40321     44629     9BGEY69H0PG25644912 074AAGUIAR             4   0000001404192435                                  0000000000000011511262000000000011299000000000000000000000000000000011299000000000000000000000000000000000000000000000000000000000
14166296   20230522000083798174351    40321     45172     9BGEA48A0RG12177812 074RBRITO              999900000000004166296                                 0100000000000006628000000000000000000000000000000000000000000000000006891100000000000000000000000000000000000000000000000000000000
1193710    20230531000976202704341    40321     44619     9BGEB69A0PG29032112 074KGUEDES             4   0000001430193710                                  0000000000000009409790000000000008349000000000000000000000000000000008899000000000000000000000000000000000000000000000000000000000
1193629    20230530000853453004101    40321     44629     9BGEY69H0PG29425512 074KGUEDES             4   0000002704193629                                  0000000000000011976396000000000011439000000000000000000000000000000011599000000000000000000000000000000000000000000000000000000000
1193688    20230531000039617164801    40321     44631     9BGEB48A0PG29427212 074WPEREIRA            4   0000001430193688                                  0000000000000008881754000000000007881000000000000000000000000000000008499000000000000000000000000000000000000000000000000000000000
1193097    20230518000057820714191    40321     44631     9BGEB48A0PG29041012 074WPEREIRA            4   0000001404193097                                  0000000000000008947264000000000007857000000000000000000000000000000008400000000000000000000000000000000000000000000000000000000000
1193722    20230531000373654588602    20151     123888    KMHD841GBHU35295012 074DIRETORIAD          9   0000001404193722                                  1000000000000006739768000000000006520000000000000000000000000000000006520000000000000000000000000000000000065252000000000000000000
1192662    20230509000024243604802    20151     125136    9BHCP41DBMP13055312 074RLIMA               9   0000002705192662                                  1000000000000008093063000000000007550000000000000000000000000000000007550000000000000000000000000000000000075560000000000000000000
1192947    20230515000113876524432    20151     125197    9BHCN51AALP04548612 074DIRETORIAD          9   0000001430192947                                  1000000000000005054655000000000005189000000000000000000000000000000005189000000000000000000000000000000000051932000000000000000000
1193400    20230525000414416214153    20148     124544    9BFZH55L7K826010112 074AOLEGARIO           9   0000001404193400                                  1000000000000004659823000000000004600000000000000000000000000000000004600000000000000000000000000000000000046037000000000000000000
1193718    20230531412077880001995    120334    124551    9BWAB45U3KT05336412 074DIRETORIAD          9   0000002767193718                                  1000000000000004431208000000000004180000000000000000000000000000000004180000000000000000000000000000000000041833000000000000000000
