11981843   5      M0091          00000000000000300000000000000000300000000000000000006130000000000000000000000000000000300002~3~198184          
1144993NF  5      M0091          00000000000000300000000000000000300000000000000000006130000000000000015000000000000000300002~NF~144993         
11981863   2      1.11           00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002~3~198186          
11981873   2      1.11           00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002~3~198187          
11981883   2      1.11           00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002~3~198188          
11981893   2      1.11           00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002~3~198189          
11981913   5      M0121          00000000000000540000000000000000540000000000000000025820000000000000000000000000000000540002~3~198191          
11981913   2      J0800          00000000000000269000000000000000269000000000000000016140000000000000000000000000000000269002~3~198191          
1144994NF  5      M0121          00000000000000540000000000000000540000000000000000025820000000000000027000000000000000540002~NF~144994         
1144994NF  2      J0800          00000000000000269000000000000000269000000000000000016140000000000000013450000000000000269002~NF~144994         
1196134    5      M0051          00000000000000474000000000000000474000000000000000022600000000000000000000000000000000474002~4~19613           
1144995NF  5      M0051          00000000000000474000000000000000474000000000000000022600000000000000023700000000000000474002~NF~144995         
11981963   5      M0051          00000000000000370000000000000000370000000000000000022600000000000000000000000000000000370002~3~198196          
1144996NF  5      M0051          00000000000000370000000000000000370000000000000000022600000000000000018500000000000000370002~NF~144996         
11981993   GRL    0602243        00000000000000000000000000000000000000000000000000013550000000000000000000000000000000000002~3~198199          
11982083   12     TR001          00000000000000060000000000000000060000000000000000000940000000000000000000000000000000060002~3~198208          
1144997NF  12     TR001          00000000000000060000000000000000060000000000000000000940000000000000003000000000000000060002~NF~144997         
11982093   5      M0071          00000000000000370000000000000000370000000000000000022200000000000000000000000000000000370002~3~198209          
1144998NF  5      M0071          00000000000000370000000000000000370000000000000000022200000000000000018500000000000000370002~NF~144998         
11982103   5      M0051          00000000000000259000000000000000259000000000000000022600000000000000000000000000000000259002~3~198210          
11982103   2      E0203          00000000000000080000000000000000080000000000000000016140000000000000000000000000000000080002~3~198210          
11982103   2      E2020          00000000000000080000000000000000080000000000000000016140000000000000000000000000000000080002~3~198210          
1144999NF  5      M0051          00000000000000259000000000000000259000000000000000022600000000000000012950000000000000259002~NF~144999         
1144999NF  2      E0203          00000000000000080000000000000000080000000000000000016140000000000000004000000000000000080002~NF~144999         
1144999NF  2      E2020          00000000000000080000000000000000080000000000000000016140000000000000004000000000000000080002~NF~144999         
11982123   5      M0041          00000000000000000000000000000000000000000000000000030670000000000000000000000000000000000002~3~198212          
1145000NF  1      C9999          00000000000000626940000000000000626940000000000000000000000000000000031350000000000000626942~NF~145000         
1145000NF  1      D000           00000000000000500000000000000000500000000000000000009000000000000000025000000000000000500002~NF~145000         
1145000NF  4      P8888          00000000000001100000000000000001100000000000000000000000000000000000055000000000000001100002~NF~145000         
1145000NF  1      STF            00000000000000200000000000000000200000000000000000000000000000000000010000000000000000200002~NF~145000         
11982153   2      J5481          00000000000000430400000000000000430400000000000000025820000000000000000000000000000000430402~3~198215          
1145001NF  2      J5481          00000000000000430400000000000000430400000000000000025820000000000000021520000000000000430402~NF~145001         
11982163   2      E0203          00000000000000080000000000000000080000000000000000016140000000000000000000000000000000080002~3~198216          
11982163   2      E2020          00000000000000080000000000000000080000000000000000016140000000000000000000000000000000080002~3~198216          
11982163   5      M0041          00000000000000000000000000000000000000000000000000030670000000000000000000000000000000000002~3~198216          
1145002NF  2      E0203          00000000000000080000000000000000080000000000000000016140000000000000004000000000000000080002~NF~145002         
1145002NF  2      E2020          00000000000000080000000000000000080000000000000000016140000000000000004000000000000000080002~NF~145002         
1145002NF  5      M0041          00000000000000000000000000000000000000000000000000030670000000000000000000000000000000000002~NF~145002         
11982183   2      1.11           00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002~3~198218          
11982203   2      1.11           00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002~3~198220          
11982233   2      E0203          00000000000000080000000000000000080000000000000000016140000000000000000000000000000000080002~3~198223          
11982233   2      E2020          00000000000000080000000000000000080000000000000000016140000000000000000000000000000000080002~3~198223          
11982233   5      M0051          00000000000000403000000000000000403000000000000000022600000000000000000000000000000000403002~3~198223          
1145003NF  2      E0203          00000000000000080000000000000000080000000000000000016140000000000000004000000000000000080002~NF~145003         
1145003NF  2      E2020          00000000000000080000000000000000080000000000000000016140000000000000004000000000000000080002~NF~145003         
1145003NF  5      M0051          00000000000000403000000000000000403000000000000000022600000000000000020150000000000000403002~NF~145003         
11982273   12     TR001          00000000000000060000000000000000060000000000000000002270000000000000000000000000000000060002~3~198227          
1145004NF  12     TR001          00000000000000060000000000000000060000000000000000002270000000000000003000000000000000060002~NF~145004         
11982293   5      M0081          00000000000000432290000000000000432290000000000000017750000000000000000000000000000000432292~3~198229          
11982293   2      SER10          00000000000000060000000000000000060000000000000000009680000000000000000000000000000000060002~3~198229          
1145005NF  5      M0081          00000000000000432290000000000000432290000000000000017750000000000000021610000000000000432292~NF~145005         
1145005NF  2      SER10          00000000000000060000000000000000060000000000000000009680000000000000003000000000000000060002~NF~145005         
11982353   5      M0051          00000000000000450000000000000000450000000000000000022600000000000000000000000000000000450002~3~198235          
1145006NF  5      M0051          00000000000000450000000000000000450000000000000000022600000000000000022500000000000000450002~NF~145006         
11982363   1      C9999          00000000000000258960000000000000258960000000000000000000000000000000000000000000000000258962~3~198236          
11982363   1      D000           00000000000000180000000000000000180000000000000000009000000000000000000000000000000000180002~3~198236          
11982363   4      P8888          00000000000000450000000000000000450000000000000000000000000000000000000000000000000000450002~3~198236          
11982363   4      1              00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002~3~198236          
1145007NF  1      C9999          00000000000000258960000000000000258960000000000000000000000000000000012950000000000000258962~NF~145007         
1145007NF  1      D000           00000000000000180000000000000000180000000000000000009000000000000000009000000000000000180002~NF~145007         
1145007NF  4      P8888          00000000000000450000000000000000450000000000000000000000000000000000022500000000000000450002~NF~145007         
1145007NF  4      1              00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002~NF~145007         
11982373   2      E2020          00000000000000080000000000000000080000000000000000000000000000000000000000000000000000080002~3~198237          
11982373   2      E8020          00000000000000400810000000000000400810000000000000000000000000000000000000000000000000400812~3~198237          
11982373   5      M0081          00000000000000349700000000000000349700000000000000000000000000000000000000000000000000349702~3~198237          
1145008NF  2      E2020          00000000000000080000000000000000080000000000000000000000000000000000004000000000000000080002~NF~145008         
1145008NF  2      E8020          00000000000000400810000000000000400810000000000000000000000000000000020040000000000000400812~NF~145008         
1145008NF  5      M0081          00000000000000349700000000000000349700000000000000000000000000000000017480000000000000349702~NF~145008         
11982393   4      1              00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002~3~198239          
11982413   2      1.11           00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002~3~198241          
11982423   2      1.11           00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002~3~198242          
11982433   2      1.11           00000000000000000000000000000000000000000000000000000060000000000000000000000000000000000002~3~198243          
11982473   5      M0041          00000000000000000000000000000000000000000000000000030670000000000000000000000000000000000002~3~198247          
11982483   2      1.11           00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002~3~198248          
1145009NF  5      M0041          00000000000000502300000000000000502300000000000000025750000000000000025120000000000000502302~NF~145009         
1145010NF  5      M0041          00000000000000502300000000000000502300000000000000025750000000000000025120000000000000502302~NF~145010         
11982513   2      4412470        00000000000001807120000000000001807120000000000000108430000000000000000000000000000001807122~3~198251          
1145011NF  2      4412470        00000000000001807120000000000001807120000000000000108430000000000000090360000000000001807122~NF~145011         
11982543   2      4412470        00000000000001807120000000000001807120000000000000108430000000000000000000000000000001807122~3~198254          
1145012NF  2      4412470        00000000000001807120000000000001807120000000000000108430000000000000090360000000000001807122~NF~145012         
11982563   2      4027910        00000000000000080700000000000000080700000000000000004840000000000000000000000000000000080702~3~198256          
1145013NF  2      4027910        00000000000000080700000000000000080700000000000000004840000000000000004040000000000000080702~NF~145013         
11982583   5      M0041          00000000000000000000000000000000000000000000000000030670000000000000000000000000000000000002~3~198258          
1145014NF  2      4412470        00000000000001807120000000000001807120000000000000000000000000000000090360000000000001807122~NF~145014         
11982593   2      4412470        00000000000001807120000000000001807120000000000000000000000000000000000000000000000001807122~3~198259          
11982653   2      J0800          00000000000000050000000000000000050000000000000000009000000000000000000000000000000000050002~3~198265          
1145015NF  2      J0800          00000000000000050000000000000000050000000000000000009000000000000000002500000000000000050002~NF~145015         
11982663   2      N5215          00000000000000080700000000000000080700000000000000004840000000000000000000000000000000080702~3~198266          
1145016NF  2      N5215          00000000000000080700000000000000080700000000000000004840000000000000004040000000000000080702~NF~145016         
11982673   2      E0203          00000000000000080000000000000000080000000000000000000000000000000000000000000000000000080002~3~198267          
11982673   2      E2020          00000000000000080000000000000000080000000000000000000000000000000000000000000000000000080002~3~198267          
11982673   2      MEC            00000000000000140000000000000000140000000000000000000000000000000000000000000000000000140002~3~198267          
1145017NF  2      E0203          00000000000000080000000000000000080000000000000000000000000000000000004000000000000000080002~NF~145017         
1145017NF  2      E2020          00000000000000080000000000000000080000000000000000000000000000000000004000000000000000080002~NF~145017         
1145017NF  2      MEC            00000000000000140000000000000000140000000000000000000000000000000000007000000000000000140002~NF~145017         
11982693   2      1.11           00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002~3~198269          
11982703   2      REV1           00000000000000000000000000000000000000000000000000015260000000000000000000000000000000000002~3~198270          
11982713   12     TR001          00000000000000060000000000000000060000000000000000000000000000000000000000000000000000060002~3~198271          
1145018NF  12     TR001          00000000000000060000000000000000060000000000000000000000000000000000003000000000000000060002~NF~145018         
11982763   2      SER10          00000000000000050000000000000000050000000000000000009680000000000000000000000000000000050002~3~198276          
11982763   5      M0121          00000000000000450000000000000000450000000000000000025260000000000000000000000000000000450002~3~198276          
1145019NF  2      SER10          00000000000000050000000000000000050000000000000000009680000000000000002500000000000000050002~NF~145019         
1145019NF  5      M0121          00000000000000450000000000000000450000000000000000025260000000000000022500000000000000450002~NF~145019         
11982803   2      SER10          00000000000000050000000000000000050000000000000000000000000000000000000000000000000000050002~3~198280          
11982803   2      E0203          00000000000000100000000000000000100000000000000000016140000000000000000000000000000000100002~3~198280          
11982803   2      E2020          00000000000000100000000000000000100000000000000000016140000000000000000000000000000000100002~3~198280          
11982803   5      M0101          00000000000000450000000000000000450000000000000000023400000000000000000000000000000000450002~3~198280          
1145020NF  2      SER10          00000000000000050000000000000000050000000000000000000000000000000000002500000000000000050002~NF~145020         
1145020NF  2      E0203          00000000000000100000000000000000100000000000000000016140000000000000005000000000000000100002~NF~145020         
1145020NF  2      E2020          00000000000000100000000000000000100000000000000000016140000000000000005000000000000000100002~NF~145020         
1145020NF  5      M0101          00000000000000450000000000000000450000000000000000023400000000000000022500000000000000450002~NF~145020         
11982843   5      M0071          00000000000000486000000000000000486000000000000000017750000000000000000000000000000000486002~3~198284          
11982843   2      SER09          00000000000000150000000000000000150000000000000000009680000000000000000000000000000000150002~3~198284          
11982843   2      E0203          00000000000000080000000000000000080000000000000000016140000000000000000000000000000000080002~3~198284          
11982843   2      E2020          00000000000000080000000000000000080000000000000000016140000000000000000000000000000000080002~3~198284          
1145021NF  5      M0071          00000000000000486000000000000000486000000000000000017750000000000000024300000000000000486002~NF~145021         
1145021NF  2      SER09          00000000000000150000000000000000150000000000000000009680000000000000007500000000000000150002~NF~145021         
1145021NF  2      E0203          00000000000000080000000000000000080000000000000000016140000000000000004000000000000000080002~NF~145021         
1145021NF  2      E2020          00000000000000080000000000000000080000000000000000016140000000000000004000000000000000080002~NF~145021         
11982853   2      1441554        00000000000000632490000000000000632490000000000000000000000000000000000000000000000000632492~3~198285          
11982853   2      2020380        00000000000000180710000000000000180710000000000000000000000000000000000000000000000000180712~3~198285          
11982853   2      2024030        00000000000000180710000000000000180710000000000000016260000000000000000000000000000000180712~3~198285          
11982853   4      MP             00000000000000325200000000000000325200000000000000006100000000000000000000000000000000325202~3~198285          
1145022NF  2      1441554        00000000000000632490000000000000632490000000000000000000000000000000031620000000000000632492~NF~145022         
1145022NF  2      2020380        00000000000000180710000000000000180710000000000000000000000000000000009040000000000000180712~NF~145022         
1145022NF  2      2024030        00000000000000180710000000000000180710000000000000016260000000000000009040000000000000180712~NF~145022         
1145022NF  4      MP             00000000000000325200000000000000325200000000000000006100000000000000016260000000000000325202~NF~145022         
11982863   12     TR003          00000000000000060000000000000000060000000000000000003230000000000000000000000000000000060002~3~198286          
1145023NF  12     TR003          00000000000000060000000000000000060000000000000000003230000000000000003000000000000000060002~NF~145023         
11982873   2      H0042,         00000000000000269000000000000000269000000000000000000000000000000000000000000000000000269002~3~198287          
11982873   5      M0061          00000000000000349700000000000000349700000000000000000000000000000000000000000000000000349702~3~198287          
1145024NF  2      H0042,         00000000000000269000000000000000269000000000000000000000000000000000013450000000000000269002~NF~145024         
1145024NF  5      M0061          00000000000000349700000000000000349700000000000000000000000000000000017480000000000000349702~NF~145024         
11982883   5      M0051          00000000000000389000000000000000389000000000000000022600000000000000000000000000000000389002~3~198288          
11982883   2      SER10          00000000000000015000000000000000015000000000000000009680000000000000000000000000000000015002~3~198288          
1145025NF  5      M0051          00000000000000389000000000000000389000000000000000022600000000000000019450000000000000389002~NF~145025         
1145025NF  2      SER10          00000000000000015000000000000000015000000000000000009680000000000000000750000000000000015002~NF~145025         
11982903   2      E2020          00000000000000120000000000000000120000000000000000000000000000000000000000000000000000120002~3~198290          
11982903   2      F1510          00000000000000820450000000000000820450000000000000000000000000000000000000000000000000820452~3~198290          
11982903   2      F1511          00000000000000825830000000000000825830000000000000000000000000000000000000000000000000825832~3~198290          
11982903   2      KO001          00000000000000347010000000000000347010000000000000000000000000000000000000000000000000347012~3~198290          
1145026NF  2      E2020          00000000000000120000000000000000120000000000000000000000000000000000006000000000000000120002~NF~145026         
1145026NF  2      F1510          00000000000000820450000000000000820450000000000000000000000000000000041020000000000000820452~NF~145026         
1145026NF  2      F1511          00000000000000825830000000000000825830000000000000000000000000000000041290000000000000825832~NF~145026         
1145026NF  2      KO001          00000000000000347010000000000000347010000000000000000000000000000000017350000000000000347012~NF~145026         
11982923   2      4061850        00000000000000134500000000000000134500000000000000016140000000000000000000000000000000134502~3~198292          
11982923   2      E0203          00000000000000080000000000000000080000000000000000000000000000000000000000000000000000080002~3~198292          
11982923   2      E2020          00000000000000080000000000000000080000000000000000000000000000000000000000000000000000080002~3~198292          
11982923   5      M0091          00000000000000484200000000000000484200000000000000039000000000000000000000000000000000484202~3~198292          
1145027NF  2      4061850        00000000000000134500000000000000134500000000000000016140000000000000006720000000000000134502~NF~145027         
1145027NF  2      E0203          00000000000000080000000000000000080000000000000000000000000000000000004000000000000000080002~NF~145027         
1145027NF  2      E2020          00000000000000080000000000000000080000000000000000000000000000000000004000000000000000080002~NF~145027         
1145027NF  5      M0091          00000000000000484200000000000000484200000000000000039000000000000000024210000000000000484202~NF~145027         
11982943   2      1.11           00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002~3~198294          
11982953   2      1.11           00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002~3~198295          
11982963   2      1.11           00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002~3~198296          
11982983   2      4412470        00000000000001807120000000000001807120000000000000108430000000000000000000000000000001807122~3~198298          
1145028NF  2      4412470        00000000000001807120000000000001807120000000000000108430000000000000090360000000000001807122~NF~145028         
11982993   2      J0800          00000000000000150000000000000000150000000000000000004210000000000000000000000000000000150002~3~198299          
11982993   12     TR001          00000000000000060000000000000000060000000000000000000940000000000000000000000000000000060002~3~198299          
1145029NF  2      J0800          00000000000000150000000000000000150000000000000000004210000000000000007500000000000000150002~NF~145029         
1145029NF  12     TR001          00000000000000060000000000000000060000000000000000000940000000000000003000000000000000060002~NF~145029         
1145030NF  5      M0041          00000000000000502300000000000000502300000000000000025750000000000000025120000000000000502302~NF~145030         
11983003   5      M0081          00000000000000373910000000000000373910000000000000000000000000000000000000000000000000373912~3~198300          
1145031NF  5      M0081          00000000000000373910000000000000373910000000000000000000000000000000018700000000000000373912~NF~145031         
11983013   2      1042980        00000000000000067770000000000000067770000000000000004070000000000000000000000000000000067772~3~198301          
1145032NF  2      1042980        00000000000000067770000000000000067770000000000000004070000000000000003390000000000000067772~NF~145032         
11983023   12     TR006          00000000000000060000000000000000060000000000000000003230000000000000000000000000000000060002~3~198302          
11983023   2      03             00000000000000000000000000000000000000000000000000008070000000000000000000000000000000000002~3~198302          
1145033NF  12     TR006          00000000000000060000000000000000060000000000000000003230000000000000003000000000000000060002~NF~145033         
1145033NF  2      03             00000000000000000000000000000000000000000000000000008070000000000000000000000000000000000002~NF~145033         
1145034NF  3      ISOLANTE NYOGEL00000000000000022940000000000000022940000000000000000140000000000000001150000000000000022942~NF~145034         
1145034NF  2      9103891        00000000000000045180000000000000045180000000000000002710000000000000002260000000000000045182~NF~145034         
11983053   2      8430360        00000000000000950000000000000000950000000000000000050030000000000000000000000000000000950002~3~198305          
1145035NF  2      8430360        00000000000000950000000000000000950000000000000000050030000000000000047500000000000000950002~NF~145035         
11983093   5      M0081          00000000000000260000000000000000260000000000000000015600000000000000000000000000000000260002~3~198309          
11983093   2      J0800          00000000000000150000000000000000150000000000000000009000000000000000000000000000000000150002~3~198309          
1145036NF  5      M0081          00000000000000260000000000000000260000000000000000015600000000000000013000000000000000260002~NF~145036         
1145036NF  2      J0800          00000000000000150000000000000000150000000000000000009000000000000000007500000000000000150002~NF~145036         
11983103   2      4041250        00000000000000112940000000000000112940000000000000006780000000000000000000000000000000112942~3~198310          
1145037NF  2      4041250        00000000000000112940000000000000112940000000000000006780000000000000005650000000000000112942~NF~145037         
11983133   2      1.11           00000000000000000000000000000000000000000000000000000060000000000000000000000000000000000002~3~198313          
11983143   5      M0041          00000000000000000000000000000000000000000000000000030670000000000000000000000000000000000002~3~198314          
11983163   5      M0051          00000000000000499000000000000000499000000000000000022600000000000000000000000000000000499002~3~198316          
1145038NF  5      M0051          00000000000000499000000000000000499000000000000000022600000000000000024950000000000000499002~NF~145038         
11983173   5      M0061          00000000000000282710000000000000282710000000000000041960000000000000000000000000000000282712~3~198317          
1145039NF  5      M0061          00000000000000282710000000000000282710000000000000041960000000000000014140000000000000282712~NF~145039         
11983183   5      M0061          00000000000000303000000000000000303000000000000000018180000000000000000000000000000000303002~3~198318          
1145040NF  5      M0061          00000000000000303000000000000000303000000000000000018180000000000000015150000000000000303002~NF~145040         
11983193   2      2041490        00000000000000045180000000000000045180000000000000002710000000000000000000000000000000045182~3~198319          
1145041NF  2      2041490        00000000000000045180000000000000045180000000000000002710000000000000002260000000000000045182~NF~145041         
11983203   5      M0071          00000000000000499000000000000000499000000000000000080700000000000000000000000000000000499002~3~198320          
11983203   2      SER09          00000000000000078000000000000000078000000000000000009680000000000000000000000000000000078002~3~198320          
1145042NF  5      M0071          00000000000000499000000000000000499000000000000000080700000000000000024950000000000000499002~NF~145042         
1145042NF  2      SER09          00000000000000078000000000000000078000000000000000009680000000000000003900000000000000078002~NF~145042         
11983273   2      1.11           00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002~3~198327          
1145043NF  1      C9999          00000000000000892000000000000000892000000000000000000000000000000000044600000000000000892002~NF~145043         
1145043NF  1      D000           00000000000000650000000000000000650000000000000000009000000000000000032500000000000000650002~NF~145043         
1145043NF  4      P8888          00000000000001650000000000000001650000000000000000000000000000000000082500000000000001650002~NF~145043         
11983323   2      E0203          00000000000000080000000000000000080000000000000000016140000000000000000000000000000000080002~3~198332          
11983323   2      E2020          00000000000000080000000000000000080000000000000000016140000000000000000000000000000000080002~3~198332          
11983323   5      M0081          00000000000000440000000000000000440000000000000000026630000000000000000000000000000000440002~3~198332          
1145044NF  2      E0203          00000000000000080000000000000000080000000000000000016140000000000000004000000000000000080002~NF~145044         
