13042      2023042420230425AP        MECAN372                 2      4412470        17160000090300000Examinar baixo desempenho do sistema de ar condicionado                                                                                                                                                                                                                                                                                                                                                                                                                                                             0000000000000008000000000000000000660000000000000007340000000000000971520000000000000971520000000000000000000000000000000000000000000000000971520004100003042                 41~NF~2132               V2        
13046      2023042520230425AP        MECAN375                 2      1046510        09150000091600000EXAMINAR IRREGULARIDADE NA TAMPA DA MALA                                                                                                                                                                                                                                                                                                                                                                                                                                                                            0000000000000000200000000000000000000000000000000000200000000000000024290000000000000024290000000000000000000000000000000000000000000000000024290004100003046                 41~NF~2131               V2        
13063      2023042620230426AP        MECAN372                 2      5420170        09110000091400000Examinar anomalia no carregador de indução                                                                                                                                                                                                                                                                                                                                                                                                                                                                          0000000000000000500000000000000000000000000000000000500000000000000060720000000000000060720000000000000000000000000000000000000000000000000060720004100003063                 41~NF~2137               V2        
13071      2023042720230427AP        MECAN374                 2      AAA06          14470000144800000REVISAO DOS 60.000 KM                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               0000000000000000010000000000000000000000000000000000010000000000000336000000000000000336000000000000000000000000000000000016800000000000000336000004100003071                 41~NF~2167               V1        
13072      2023050520230505AP        MECAN374                 2      AAA71          08070000080800000SERV. VERIFICAR VAZAMENTO DE OLEO                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   0000000000000000010000000000000000000000000000000000010000000000000450000000000000000450000000000000000000000000000000000000000000000000000450000004100003072                 41~NF~2166               V1        
13084      2023042720230427AP        MECAN374                 2      ML             11080000111000000EXAMINAR VAZAMENTO NA REGIÃO DO SEMI EIXO                                                                                                                                                                                                                                                                                                                                                                                                                                                                           0000000000000000500000000000000000000000000000000000500000000000000251880000000000000251880000000000000000000000000000000012590000000000000251880004100003084                 41~NF~2139               V2        
13084      2023042720230427AP        MECAN374                 2      3040060        11110000111200000EXAMINAR VAZAMENTO NA REGIÃO DO SEMI EIXO                                                                                                                                                                                                                                                                                                                                                                                                                                                                           0000000000000001100000000000000000000000000000000001100000000000000133580000000000000133580000000000000000000000000000000006680000000000000133580004100003084                 41~NF~2139               V2        
13104      2023042920230429AP        MECAN372                 2      0610653        10190000102800000Revisão de entrega                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  0000000000000000600000000000000000010000000000000000590000000000000158620000000000000158620000000000000000000000000000000000000000000000000158620004100003104                                          RE        
13105      2023050220230502AP        MECAN374                 2      03             08270000082800000Agenda Rapido                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       0000000000000000500000000000000000000000000000000000500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004100003105                                          V1        
13106      2023050220230502AP        MECAN373                 2      03             08360000083700000REVISÃO AOS 10.000 KM OU 1 ANO.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     0000000000000000500000000000000000000000000000000000500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004100003106                                          V1        
13107      2023050220230502AP        MECAN373                 5      M0041          08370000083800000REVISÃO AOS 10.000 KM OU 1 ANO.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     0000000000000001000000000000000000000000000000000001000000000000000290810000000000000290810000000000000000000000000000000014540000000000000290810004100003107                 41~NF~2130               V3        
13108      2023050220230502AP        MECAN373                 5      M0151          09370000093800000REVISÃO AOS 120.000 KM.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             0000000000000002140000000000000000000000000000000002140000000000000449400000000000000449400000000000000000000000000000000000000000000000000449400004100003108                 41~NF~2129               V1        
13109      2023050220230502AP        MECAN374                 5      M0041          09100000091100000PRIMEIRA REVISAO ESPECIAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           0000000000000001000000000000000000000000000000000001000000000000000290810000000000000290810000000000000000000000000000000014540000000000000290810004100003109                 41~NF~2135               V3        
13110      2023050220230502AP        MECAN372                 2      9105108        09380000094200000Clipe e linha de combustivel - IT18G-2020                                                                                                                                                                                                                                                                                                                                                                                                                                                                           0000000000000000100000000000000000000000000000000000100000000000000012140000000000000012140000000000000000000000000000000000610000000000000012140004100003110                 41~NF~2136               V2        
13111      2023050220230502AP        MECAN372                 2      DIAG           09440000094500000Realizar diagnóstico da Direção eletrica                                                                                                                                                                                                                                                                                                                                                                                                                                                                            0000000000000000500000000000000000000000000000000000500000000000000180000000000000000180000000000000000000000000000000000009000000000000000180000004100003111                 41~NF~2134               V1        
13112      2023050220230502AP        MECAN372                 2      0610653        11160000111700000REVISÃO DE ENTREGa                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  0000000000000149740000000000000000000000000000000149740000000000000158620000000000000158620000000000000000000000000000000000000000000000000158620004100003112                                          RE        
13113      2023050220230502AP        MECAN372                 2      0610653        11180000112000000REVISÃO DE ENTREGA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  0000000000000149740000000000000000000000000000000149740000000000000158620000000000000158620000000000000000000000000000000000000000000000000158620004100003113                                          RE        
13114      2023050220230502AP        MECAN374                 2      0610653        13500000135100000REVISAO DE ENTREGA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  0000000000000149740000000000000000000000000000000149740000000000000158620000000000000158620000000000000000000000000000000000000000000000000158620004100003114                                          RE        
13115      2023050220230502AP        MECAN372                 5      M0081          14390000144000000SERVIÇO DE REVISAO DE 50.000 KM                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     0000000000000001470000000000000000000000000000000001470000000000000309000000000000000309000000000000000000000000000000000000000000000000000309000004100003115                 41~NF~2145               V1        
13116      2023050220230502AP        MECAN373                 2      C0111          17010000170200000VERIFICAR OS VIDROS E PORTA LUVA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    0000000000000000860000000000000000000000000000000000860000000000000180600000000000000162540000000000000000000000000000000000000000000000000162540004100003116                 41~NF~2141               V1        
13117      2023050320230503AP        MECAN373                 2      03             08360000083700000SERVIÇO DA PRIMEIRA REVISAO                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         0000000000000000500000000000000000000000000000000000500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004100003117                                          V1        
13118      2023050320230503AP        MECAN374                 2      03             09000000090100000PRIMEIRA REVISAO                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    0000000000000000500000000000000000000000000000000000500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004100003118                                          V1        
13119      2023050320230503AP        MECAN373                 5      M0041          08380000083900000SERVIÇO DA PRIMEIRA REVISAO                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         0000000000000001000000000000000000000000000000000001000000000000000290810000000000000290810000000000000000000000000000000000000000000000000290810004100003119                                          D1        
13120      2023050320230503AP        MECAN375                 2      03             08440000084500000PRIMEIRA REVISÃO                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    0000000000000000500000000000000000000000000000000000500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004100003120                                          V1        
13121      2023050320230503AP        MECAN375                 5      M0041          08450000084600000PRIMEIRA REVISÃO ESPECIAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           0000000000000001000000000000000000000000000000000001000000000000000290810000000000000290810000000000000000000000000000000014540000000000000290810004100003121                 41~NF~2164               V2        
13122      2023050320230503AP        MECAN372                 2      H0042....      08560000085700000Revisão de 30.000 Km ( 3 Anos de uso )                                                                                                                                                                                                                                                                                                                                                                                                                                                                              0000000000000000330000000000000000000000000000000000330000000000000070000000000000000059500000000000000000000000000000000002980000000000000059500004100003122                 41~NF~2148               V1        
13122      2023050320230503AP        MECAN372                 5      M0061          08560000085700000Revisão de 30.000 Km ( 3 Anos de uso )                                                                                                                                                                                                                                                                                                                                                                                                                                                                              0000000000000001050000000000000000000000000000000001050000000000000220000000000000000187000000000000000000000000000000000009350000000000000187000004100003122                 41~NF~2148               V1        
13123      2023050320230503AP        MECAN374                 5      M0041          09030000090400000PRIMEIRA REVISAO ESPECIAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           0000000000000001000000000000000000000000000000000001000000000000000290810000000000000290810000000000000000000000000000000014540000000000000290810004100003123                 41~NF~2144               V3        
13124      2023050320230504                                   5      M0051          09220000112800000REVISÃO AOS 20.000 KM OU 2 ANOS.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    0000000000000001400000000000000000000000000000000001400000000000000369600000000000000369600000000000000000000000000000000000000000000000000369600004100003124                 41~NF~2161               V1        
13125      2023050320230503AP        MECAN372                 12     TR006          09410000094200000TROCA DE OLEO E FILTRO                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              0000000000000000200000000000000000000000000000000000200000000000000050000000000000000050000000000000000000000000000000000000000000000000000050000004100003125                 41~NF~2143               V1        
13126      2023050320230503AP        MECAN375                 5      M0101          09450000094600000SÉTIMA REVISÃO PREVENTIVA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           0000000000000002350000000000000000000000000000000002350000000000000493500000000000000493500000000000000000000000000000000000000000000000000493500004100003126                 41~NF~2146               V1        
13127      2023050320230508                                   9      ACC            09500000135800000ACC - TAPETES - CORTESIA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            0000000000000001000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004100003127                                          D9        
13128      2023050320230503AP        MECAN374                 5      M0071          10290000103000000SERVIÇO, REVISAO DOS 40.000 KM                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      0000000000000001600000000000000000000000000000000001600000000000000336000000000000000336000000000000000000000000000000000000000000000000000336000004100003128                 41~NF~2147               V1        
13129      2023050320230503AP        MECAN372                 2      9106272        10480000110600000Isolador Acustico do Carpete - IT 012GA-22                                                                                                                                                                                                                                                                                                                                                                                                                                                                          0000000000000002400000000000000000010000000000000002390000000000000291460000000000000291460000000000000000000000000000000000000000000000000291460004100003129                 41~NF~2175               V2        
13130      2023050320230503AP        MECAN374                 2      AAA71          11300000113100000Agenda Rapido                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       0000000000000000010000000000000000000000000000000000010000000000000060000000000000000050000000000000000000000000000000000000000000000000000050000004100003130                 41~NF~2149               V1        
13131      2023050320230503AP        MECAN375                 2      H0042......... 14150000141600000DÉCIMA QUINTA REVISÃO                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               0000000000000000600000000000000000000000000000000000600000000000000126000000000000000125740000000000000000000000000000000000000000000000000125740004100003131                 41~NF~2151               V1        
13131      2023050320230503AP        MECAN375                 2      M0181          14150000141600000DÉCIMA QUINTA REVISÃO                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               0000000000000001290000000000000000000000000000000001290000000000000270900000000000000270330000000000000000000000000000000000000000000000000270330004100003131                 41~NF~2151               V1        
13132      2023050320230503AP        MECAN372                 2      H0042....      16060000160700000SERVIÇO DE REVISAO DE 50.000 KM                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     0000000000000000330000000000000000000000000000000000330000000000000070000000000000000059500000000000000000000000000000000000000000000000000059500004100003132                 41~NF~2156               V1        
13132      2023050320230503AP        MECAN372                 5      M0081          16060000160700000SERVIÇO DE REVISAO DE 50.000 KM                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     0000000000000001520000000000000000000000000000000001520000000000000320000000000000000272000000000000000000000000000000000000000000000000000272000004100003132                 41~NF~2156               V1        
13133      2023050320230503AP        MECAN373                 5      M0061          15250000152600000SERVIÇO DE REVISAO DE 60.000 KM                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     0000000000000001190000000000000000000000000000000001190000000000000249900000000000000212410000000000000000000000000000000000000000000000000212410004100003133                 41~NF~2154               V1        
13133      2023050320230503                                   2      ST-BL001       14500000153000000SERVIÇO DE REVISAO DE 60.000 KM                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     0000000000000001000000000000000000000000000000000001000000000000000079800000000000000067830000000000000045000000000000000000000000000000000067830004100003133                 41~NF~2154               V1        
13133      2023050320230503                                   2      ST002          14500000153000000SERVIÇO DE REVISAO DE 60.000 KM                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     0000000000000000500000000000000000000000000000000000500000000000000100800000000000000085680000000000000035000000000000000000000000000000000085680004100003133                 41~NF~2154               V1        
