12789      20230329AP        MECAN373                 94728699            94728699 8443240        2      1520000000000002000000000000000090000000000000000180000000000000000000000000000000000180000000000000000166960000000000000000000000000000000000000000000000000000000000000000000002220000000000000010240000000000000180000004100002789                 41~3~4057                          
12789      20230329AP        MECAN373                 98552043            98552043 8443240        2      1520000000000001000000000000000040000000000000000040000000000000000000000000000000000040000000000000000040830000000000000000000000000000000000000000000000000000000000000000000000660000000000000003040000000000000040000004100002789                 41~3~4057                          
12797      20230330               0                   19351403            19351403 03             2      0932000000000001000000000000000150640000000000000150640000000000000048160000000000000102480000000000000093060000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102480004100002797                 41~3~4201                          
12797      20230330               0                   52085789            52085789 03             2      0932000000000001000000000000000110910000000000000110910000000000000035460000000000000075450000000000000061530000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000075450004100002797                 41~3~4201                          
12797      20230330               0                   88905845            88905845 03             2      0932000000000001000000000000000026360000000000000026360000000000000008430000000000000017930000000000000012260000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000017930004100002797                 41~3~4201                          
12797      20230330               0                   90531677            90531677 03             2      0932000000000001000000000000000152110000000000000152110000000000000048630000000000000103480000000000000076070000000000000000000000000000000000000000000000000000000000000000000001380000000000000006350000000000000103480004100002797                 41~3~4201                          
12797      20230330               0                   93316245            93316245 03             2      0932000000000001000000000000000053330000000000000053330000000000000017050000000000000036280000000000000030240000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000036280004100002797                 41~3~4201                          
12797      20230330               0                   93363296            93363296 03             2      0932000000000004000000000000000037150000000000000148600000000000000047510000000000000101090000000000000053360000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101090004100002797                 41~3~4201                          
12797      20230330               0                   98550549X                    03             2      0932000000000001000000000000000240000000000000000240000000000000000076730000000000000163270000000000000101100000000000000000000000000000000000000000000000000000000000000000000002690000000000000012410000000000000163270004100002797                 41~3~4201                          
12992      20230419AP        MECAN372                 52056627            52056627 2410370        2      0936000000000001000000000000000040000000000000000040000000000000000013550000000000000026450000000000000019390000000000000000000000000000000000000000000000000000000000000000000000440000000000000002010000000000000026450004100002992                 41~3~3766                          
12992      20230419AP        MECAN372                 52133768            52133768 2410370        2      0936000000000001000000000000001150000000000000001150000000000000000389550000000000000760450000000000000663510000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000760450004100002992                 41~3~3766                          
12992      20230419AP        MECAN372                 94731445            94731445 2410370        2      0936000000000001000000000000000535000000000000000535000000000000000181230000000000000353770000000000000335160000000000000000000000000000000000000000000000000000000000000000000004460000000000000020520000000000000353770004100002992                 41~3~3766                          
12992      20230419AP        MECAN372                 94758097            94758097 2410370        2      0936000000000001000000000000009995000000000000009995000000000000003385710000000000006609290000000000004384450000000000000000000000000000000000000000000000000000000000000000000091030000000000000419300000000000006609290004100002992                 41~3~3766                          
12992      20230419AP        MECAN372                 98551028                     2410370        2      0936000000000004000000000000000025000000000000000100000000000000000033870000000000000066130000000000000070270000000000000000000000000000000000000000000000000000000000000000000001090000000000000005030000000000000066130004100002992                 41~3~3766                          
12992      20230420AP        MECAN372                 52134711            52134711 2410370        2      1515000000000001000000000000001125000000000000001125000000000000000381080000000000000743920000000000000272300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000743920004100002992                 41~3~3766                          
13042      20230424AP        MECAN372                 26401106            26401106 4412470        2      1717000000000001000000000000000775170000000000000775170000000000000000000000000000000775170000000000000613140000000000000000000000000000000000000000000000000000000000000000000010280000000000000047340000000000000775170004100003042                 41~3~3753                          
13046      20230425AP        MECAN375                 26240656            26240656 1046510        2      0915000000000001000000000000000438050000000000000438050000000000000000000000000000000438050000000000000339970000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000438050004100003046                 41~3~3751                          
13063      20230426AP        MECAN372                 13547618            13547618 5420170        2      0912000000000001000000000000001506330000000000001506330000000000000000000000000000001506330000000000001155140000000000000000000000000000000000000000000000000000000000000000000020110000000000000092650000000000001506330004100003063                 41~3~3757                          
13071      20230426AP        MECAN374                 12706595            12706595 AAA06          2      1358000000000001000000000000000105000000000000000105000000000000000000000000000000000105000000000000000058420000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105000004100003071                 41~3~3802                          
13071      20230426AP        MECAN374                 1350005                      AAA06          2      1358000000000001000000000000000235000000000000000235000000000000000000000000000000000235000000000000000080320000000000000000000000000000000000000000000000000000000000000000000003880000000000000017860000000000000235000004100003071                 41~3~3802                          
13071      20230426AP        MECAN374                 1350113                      AAA06          2      1358000000000001000000000000000143000000000000000143000000000000000000000000000000000143000000000000000108870000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000143000004100003071                 41~3~3802                          
13071      20230426AP        MECAN374                 19347706            19347706 AAA06          2      1358000000000001000000000000000024000000000000000024000000000000000000000000000000000024000000000000000014150000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000024000004100003071                 41~3~3802                          
13071      20230426AP        MECAN374                 52102242            52102242 AAA06          2      1358000000000001000000000000000060350000000000000060350000000000000000000000000000000060350000000000000033300000000000000000000000000000000000000000000000000000000000000000000000860000000000000003960000000000000060350004100003071                 41~3~3802                          
13071      20230426AP        MECAN374                 90528145            90528145 AAA06          2      1358000000000001000000000000000015000000000000000015000000000000000000000000000000000015000000000000000008580000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000015000004100003071                 41~3~3802                          
13071      20230426AP        MECAN374                 93205290            93205290 AAA06          2      1358000000000001000000000000000033330000000000000033330000000000000000000000000000000033330000000000000012770000000000000000000000000000000000000000000000000000000000000000000000550000000000000002530000000000000033330004100003071                 41~3~3802                          
13071      20230426AP        MECAN374                 98550812            98550812 AAA06          2      1358000000000004000000000000000096000000000000000384000000000000000000000000000000000384000000000000000137520000000000000000000000000000000000000000000000000000000000000000000006340000000000000029180000000000000384000004100003071                 41~3~3802                          
13072      20230426AP        MECAN374                 26355513            26355513 AAA71          2      1359000000000001000000000000000550000000000000000550000000000000000000000000000000000550000000000000000237090000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000550000004100003072                 41~3~3801                          
13072      20230426AP        MECAN374                 55510150            55510150 AAA71          2      1359000000000001000000000000000350000000000000000350000000000000000000000000000000000350000000000000000178250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000350000004100003072                 41~3~3801                          
13072      20230426AP        MECAN374                 1350230                      AAA71          2      1624000000000002000000000000000159540000000000000319080000000000000000000000000000000319080000000000000162120000000000000000000000000000000000000000000000000000000000000000000004560000000000000020990000000000000319080004100003072                 41~3~3801                          
13072      20230505AP        MECAN374                 98552043            98552043 AAA71          2      0806000000000001000000000000000103770000000000000103770000000000000000000000000000000103770000000000000040830000000000000000000000000000000000000000000000000000000000000000000001710000000000000007890000000000000103770004100003072                 41~3~3801                          
13105      20230502AP        MECAN374                 12706595            12706595 03             2      0810000000000001000000000000000101000000000000000101000000000000000002420000000000000098580000000000000058420000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000098580004100003105                 41~3~3755                          
13105      20230502AP        MECAN374                 90528145            90528145 03             2      0810000000000001000000000000000015000000000000000015000000000000000000360000000000000014640000000000000008580000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000014640004100003105                 41~3~3755                          
13105      20230502AP        MECAN374                 98550812            98550812 03             2      0810000000000004000000000000000096000000000000000384000000000000000009220000000000000374780000000000000137520000000000000000000000000000000000000000000000000000000000000000000006180000000000000028480000000000000374780004100003105                 41~3~3755                          
13106      20230502AP        MECAN373                 12616850            12616850 03             2      0815000000000001000000000000000018610000000000000018610000000000000002320000000000000016290000000000000009930000000000000000000000000000000000000000000000000000000000000000000000230000000000000001050000000000000016290004100003106                 41~3~3746                          
13106      20230502AP        MECAN373                 12706595            12706595 03             2      0815000000000001000000000000000100160000000000000100160000000000000012500000000000000087660000000000000058420000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000087660004100003106                 41~3~3746                          
13106      20230502AP        MECAN373                 98553886            98553886 03             2      0815000000000004000000000000000096000000000000000384000000000000000047940000000000000336060000000000000128360000000000000000000000000000000000000000000000000000000000000000000004890000000000000022510000000000000336060004100003106                 41~3~3746                          
13108      20230502AP        MECAN373                 12616850            12616850 M0151          5      0847000000000001000000000000000018610000000000000018610000000000000000000000000000000018610000000000000009930000000000000000000000000000000000000000000000000000000000000000000000270000000000000001220000000000000018610004100003108                 41~3~3747                          
13108      20230502AP        MECAN373                 1300525                      M0151          5      0847000000000001000000000000000181130000000000000181130000000000000000000000000000000181130000000000000086310000000000000000000000000000000000000000000000000000000000000000000002990000000000000013770000000000000181130004100003108                 41~3~3747                          
13108      20230502AP        MECAN373                 1350113                      M0151          5      0847000000000001000000000000000142840000000000000142840000000000000000000000000000000142840000000000000106240000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000142840004100003108                 41~3~3747                          
13108      20230502AP        MECAN373                 1350135                      M0151          5      0847000000000001000000000000000172040000000000000172040000000000000000000000000000000172040000000000000089090000000000000000000000000000000000000000000000000000000000000000000002840000000000000013080000000000000172040004100003108                 41~3~3747                          
13108      20230502AP        MECAN373                 13503380            13503380 M0151          5      0847000000000001000000000000000066980000000000000066980000000000000000000000000000000066980000000000000033890000000000000000000000000000000000000000000000000000000000000000000000950000000000000004370000000000000066980004100003108                 41~3~3747                          
13108      20230502AP        MECAN373                 13503422            13503422 M0151          5      0847000000000002000000000000000020080000000000000040160000000000000000000000000000000040160000000000000019460000000000000000000000000000000000000000000000000000000000000000000000570000000000000002640000000000000040160004100003108                 41~3~3747                          
13108      20230502AP        MECAN373                 24590700            24590700 M0151          5      0847000000000001000000000000000151510000000000000151510000000000000000000000000000000151510000000000000072670000000000000000000000000000000000000000000000000000000000000000000002200000000000000010140000000000000151510004100003108                 41~3~3747                          
13108      20230502AP        MECAN373                 24591518            24591518 M0151          5      0847000000000001000000000000000064200000000000000064200000000000000000000000000000000064200000000000000033160000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000064200004100003108                 41~3~3747                          
13108      20230502AP        MECAN373                 90531677            90531677 M0151          5      0847000000000001000000000000000165010000000000000165010000000000000000000000000000000165010000000000000053440000000000000000000000000000000000000000000000000000000000000000000002540000000000000011720000000000000165010004100003108                 41~3~3747                          
13108      20230502AP        MECAN373                 93353848            93353848 M0151          5      0847000000000001000000000000000235030000000000000235030000000000000000000000000000000235030000000000000109750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000235030004100003108                 41~3~3747                          
13108      20230502AP        MECAN373                 98553886            98553886 M0151          5      0847000000000004000000000000000096000000000000000384000000000000000000000000000000000384000000000000000128360000000000000000000000000000000000000000000000000000000000000000000005680000000000000026160000000000000384000004100003108                 41~3~3747                          
13115      20230502AP        MECAN372                 12616850            12616850 M0081          5      1439000000000001000000000000000022000000000000000022000000000000000001730000000000000020270000000000000009930000000000000000000000000000000000000000000000000000000000000000000000290000000000000001350000000000000020270004100003115                 41~3~3773                          
13115      20230502AP        MECAN372                 12636838            12636838 M0081          5      1439000000000001000000000000000145000000000000000145000000000000000011410000000000000133590000000000000080970000000000000000000000000000000000000000000000000000000000000000000001870000000000000008610000000000000133590004100003115                 41~3~3773                          
13115      20230502AP        MECAN372                 1300525                      M0081          5      1439000000000001000000000000000182000000000000000182000000000000000014320000000000000167680000000000000086310000000000000000000000000000000000000000000000000000000000000000000002770000000000000012740000000000000167680004100003115                 41~3~3773                          
13115      20230502AP        MECAN372                 52101541            52101541 M0081          5      1439000000000001000000000000000081000000000000000081000000000000000006370000000000000074630000000000000042660000000000000000000000000000000000000000000000000000000000000000000001050000000000000004830000000000000074630004100003115                 41~3~3773                          
13115      20230502AP        MECAN372                 98552923X                    M0081          5      1439000000000001000000000000000320000000000000000320000000000000000025170000000000000294830000000000000174540000000000000000000000000000000000000000000000000000000000000000000004860000000000000022410000000000000294830004100003115                 41~3~3773                          
13116      20230502AP        MECAN373                 94767965            94767965 C0111          2      1545000000000001000000000000000880000000000000000880000000000000000087540000000000000792460000000000000438060000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000792460004100003116                 41~3~3763                          
13117      20230503AP        MECAN373                 12616850            12616850 03             2      0814000000000001000000000000000021320000000000000021320000000000000001580000000000000019740000000000000009930000000000000000000000000000000000000000000000000000000000000000000000280000000000000001310000000000000019740004100003117                 41~3~3767                          
13117      20230503AP        MECAN373                 12706595            12706595 03             2      0814000000000001000000000000000100160000000000000100160000000000000007430000000000000092730000000000000058420000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000092730004100003117                 41~3~3767                          
13117      20230503AP        MECAN373                 98553886            98553886 03             2      0814000000000004000000000000000096000000000000000384000000000000000028470000000000000355530000000000000128360000000000000000000000000000000000000000000000000000000000000000000005210000000000000023990000000000000355530004100003117                 41~3~3767                          
13118      20230503AP        MECAN374                 12706595            12706595 03             2      0818000000000001000000000000000101000000000000000101000000000000000014840000000000000086160000000000000058420000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000086160004100003118                 41~3~3771                          
13118      20230503AP        MECAN374                 1350113                      03             2      0818000000000001000000000000000145000000000000000145000000000000000021300000000000000123700000000000000106240000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000123700004100003118                 41~3~3771                          
13118      20230503AP        MECAN374                 52102242            52102242 03             2      0818000000000001000000000000000065000000000000000065000000000000000009550000000000000055450000000000000033300000000000000000000000000000000000000000000000000000000000000000000000780000000000000003580000000000000055450004100003118                 41~3~3771                          
13118      20230503AP        MECAN374                 90528145            90528145 03             2      0818000000000001000000000000000015000000000000000015000000000000000002200000000000000012800000000000000008580000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012800004100003118                 41~3~3771                          
13118      20230503AP        MECAN374                 98550168            98550168 03             2      0818000000000004000000000000000087000000000000000348000000000000000051120000000000000296880000000000000082420000000000000000000000000000000000000000000000000000000000000000000004480000000000000020630000000000000296880004100003118                 41~3~3771                          
13120      20230503AP        MECAN375                 12616850            12616850 03             2      0844000000000001000000000000000022000000000000000022000000000000000001170000000000000020830000000000000009930000000000000000000000000000000000000000000000000000000000000000000000300000000000000001390000000000000020830004100003120                 41~3~3768                          
13120      20230503AP        MECAN375                 12706595            12706595 03             2      0844000000000001000000000000000101000000000000000101000000000000000005380000000000000095620000000000000058420000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000095620004100003120                 41~3~3768                          
13120      20230503AP        MECAN375                 98550812            98550812 03             2      0844000000000004000000000000000096000000000000000384000000000000000020450000000000000363550000000000000137520000000000000000000000000000000000000000000000000000000000000000000006000000000000000027630000000000000363550004100003120                 41~3~3768                          
13122      20230503AP        MECAN372                 12616850            12616850 H0042....      2      0850000000000001000000000000000022000000000000000022000000000000000003470000000000000018530000000000000009930000000000000000000000000000000000000000000000000000000000000000000000310000000000000001410000000000000018530004100003122                 41~3~3777                          
13122      20230503AP        MECAN372                 12706595            12706595 H0042....      2      0850000000000001000000000000000101000000000000000101000000000000000015910000000000000085090000000000000058420000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000085090004100003122                 41~3~3777                          
13122      20230503AP        MECAN372                 19283185            19283185 H0042....      2      0850000000000001000000000000000350000000000000000350000000000000000055130000000000000294870000000000000200570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000294870004100003122                 41~3~3777                          
13122      20230503AP        MECAN372                 93316245            93316245 H0042....      2      0850000000000001000000000000000073000000000000000073000000000000000011500000000000000061500000000000000030240000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000061500004100003122                 41~3~3777                          
13122      20230503AP        MECAN372                 98553886            98553886 H0042....      2      0850000000000004000000000000000096000000000000000384000000000000000060490000000000000323510000000000000128360000000000000000000000000000000000000000000000000000000000000000000005340000000000000024590000000000000323510004100003122                 41~3~3777                          
13124      20230503               0                   12616850            12616850 M0051          5      0922000000000001000000000000000021320000000000000021320000000000000002530000000000000018790000000000000009930000000000000000000000000000000000000000000000000000000000000000000000270000000000000001240000000000000018790004100003124                 41~3~3794                          
13124      20230503               0                   12706595            12706595 M0051          5      0922000000000001000000000000000100160000000000000100160000000000000011870000000000000088290000000000000058420000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000088290004100003124                 41~3~3794                          
13124      20230503               0                   1350113                      M0051          5      0922000000000001000000000000000142840000000000000142840000000000000016920000000000000125920000000000000108870000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000125920004100003124                 41~3~3794                          
13124      20230503               0                   1350135                      M0051          5      0922000000000001000000000000000172040000000000000172040000000000000020380000000000000151660000000000000089090000000000000000000000000000000000000000000000000000000000000000000002500000000000000011530000000000000151660004100003124                 41~3~3794                          
13124      20230503               0                   13508023            13508023 M0051          5      0922000000000001000000000000000081850000000000000081850000000000000009700000000000000072150000000000000052980000000000000000000000000000000000000000000000000000000000000000000000970000000000000004480000000000000072150004100003124                 41~3~3794                          
13124      20230503               0                   19347706            19347706 M0051          5      0922000000000001000000000000000023000000000000000023000000000000000002720000000000000020280000000000000014150000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020280004100003124                 41~3~3794                          
13124      20230503               0                   98551028                     M0051          5      0922000000000001000000000000000021320000000000000021320000000000000002530000000000000018790000000000000017570000000000000000000000000000000000000000000000000000000000000000000000310000000000000001430000000000000018790004100003124                 41~3~3794                          
13124      20230503               0                   98553886            98553886 M0051          5      0922000000000004000000000000000096000000000000000384000000000000000045490000000000000338510000000000000128360000000000000000000000000000000000000000000000000000000000000000000004930000000000000022700000000000000338510004100003124                 41~3~3794                          
13125      20230503AP        MECAN372                 19347706            19347706 TR006          12     0940000000000001000000000000000023000000000000000023000000000000000004420000000000000018580000000000000014150000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000018580004100003125                 41~3~3770                          
13125      20230503AP        MECAN372                 88905845            88905845 TR006          12     0940000000000001000000000000000027000000000000000027000000000000000005190000000000000021810000000000000014730000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000021810004100003125                 41~3~3770                          
13125      20230503AP        MECAN372                 98550168X                    TR006          12     0940000000000001000000000000000210000000000000000210000000000000000040380000000000000169620000000000000097070000000000000000000000000000000000000000000000000000000000000000000002800000000000000012890000000000000169620004100003125                 41~3~3770                          
13126      20230503AP        MECAN375                 12616850            12616850 M0101          5      0945000000000001000000000000000021500000000000000021500000000000000000000000000000000021500000000000000009930000000000000000000000000000000000000000000000000000000000000000000000310000000000000001440000000000000021500004100003126                 41~3~3774                          
13126      20230503AP        MECAN375                 12636838            12636838 M0101          5      0945000000000001000000000000000143000000000000000143000000000000000000000000000000000143000000000000000080970000000000000000000000000000000000000000000000000000000000000000000002020000000000000009320000000000000143000004100003126                 41~3~3774                          
13126      20230503AP        MECAN375                 98552923            98552923 M0101          5      0945000000000006000000000000000095000000000000000570000000000000000000000000000000000570000000000000000211840000000000000000000000000000000000000000000000000000000000000000000008270000000000000038090000000000000570000004100003126                 41~3~3774                          
13127      20230503               0                   52042044            52042044 ACC            9      0951000000000001000000000000000123730000000000000123730000000000000000000000000000000123730000000000000123730000000000000000000000000000000022270000000000000000000000000000000000000000000000000000000000000000000123730004100003127                 41~3~3840                          
13128      20230503AP        MECAN374                 12706595            12706595 M0071          5      1004000000000001000000000000000101000000000000000101000000000000000000000000000000000101000000000000000058420000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101000004100003128                 41~3~3775                          
13128      20230503AP        MECAN374                 1350005                      M0071          5      1004000000000001000000000000000232000000000000000232000000000000000000000000000000000232000000000000000080320000000000000000000000000000000000000000000000000000000000000000000003830000000000000017630000000000000232000004100003128                 41~3~3775                          
13128      20230503AP        MECAN374                 1350135                      M0071          5      1004000000000001000000000000000175000000000000000175000000000000000000000000000000000175000000000000000089090000000000000000000000000000000000000000000000000000000000000000000002890000000000000013300000000000000175000004100003128                 41~3~3775                          
13128      20230503AP        MECAN374                 1350264                      M0071          5      1004000000000001000000000000000210000000000000000210000000000000000000000000000000000210000000000000000109970000000000000000000000000000000000000000000000000000000000000000000003000000000000000013840000000000000210000004100003128                 41~3~3775                          
13128      20230503AP        MECAN374                 13508023            13508023 M0071          5      1004000000000001000000000000000082000000000000000082000000000000000000000000000000000082000000000000000052980000000000000000000000000000000000000000000000000000000000000000000001130000000000000005230000000000000082000004100003128                 41~3~3775                          
13128      20230503AP        MECAN374                 1350113                      M0071          5      1054000000000001000000000000000145000000000000000145000000000000000000000000000000000145000000000000000108870000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000145000004100003128                 41~3~3775                          
13128      20230503AP        MECAN374                 93205290            93205290 M0071          5      1004000000000001000000000000000033330000000000000033330000000000000000000000000000000033330000000000000012770000000000000000000000000000000000000000000000000000000000000000000000550000000000000002530000000000000033330004100003128                 41~3~3775                          
13128      20230503AP        MECAN374                 98550812            98550812 M0071          5      1004000000000004000000000000000096000000000000000384000000000000000000000000000000000384000000000000000137520000000000000000000000000000000000000000000000000000000000000000000006340000000000000029180000000000000384000004100003128                 41~3~3775                          
13129      20230503AP        MECAN372                 52171989            52171989 9106272        2      1016000000000001000000000000000030190000000000000030190000000000000000000000000000000030190000000000000026200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000030190004100003129                 41~3~3818                          
13129      20230503AP        MECAN372                 52172113            52172113 9106272        2      1017000000000010000000000000000008000000000000000080000000000000000000000000000000000080000000000000000071450000000000000000000000000000000000000000000000000000000000000000000001320000000000000006080000000000000080000004100003129                 41~3~3818                          
13129      20230503AP        MECAN372                 52172111            52172111 9106272        2      1017000000000002000000000000000070000000000000000140000000000000000000000000000000000140000000000000000115460000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000140000004100003129                 41~3~3818                          
13129      20230503AP        MECAN372                 52172195            52172195 9106272        2      1017000000000002000000000000000100000000000000000200000000000000000000000000000000000200000000000000000162500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000200000004100003129                 41~3~3818                          
13130      20230503AP        MECAN374                 88905845            88905845 AAA71          2      1114000000000001000000000000000026360000000000000026360000000000000005620000000000000020740000000000000014730000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020740004100003130                 41~3~3778                          
13130      20230503AP        MECAN374                 98550168X                    AAA71          2      1114000000000001000000000000000210000000000000000210000000000000000044740000000000000165260000000000000097070000000000000000000000000000000000000000000000000000000000000000000002730000000000000012560000000000000165260004100003130                 41~3~3778                          
