11981533   26401106            26401106 00000000010000000000000730610000000000000730610000000000000000000000000000000730610000000000000455850000000000000000000000000000000146120000000000000000000000000000000009640000000000000044420000000000000730612~3~198153          
11981703   88905845            88905845 00000000010000000000000026370000000000000026370000000000000000000000000000000026370000000000000008430000000000000000000000000000000005270000000000000000000000000000000000000000000000000000000000000000000026372~3~198170          
11981703   90528145            90528145 00000000010000000000000015350000000000000015350000000000000000000000000000000015350000000000000006160000000000000000000000000000000003070000000000000000000000000000000000000000000000000000000000000000000015352~3~198170          
11981703   98550134            98550134 00000000100000000000000127670000000000001276700000000000000000000000000000001276700000000000000481210000000000000000000000000000000000000000000000000000000000000000000020400000000000000093950000000000001276702~3~198170          
11981703   98550549X           98550549X00000000010000000000000399000000000000000399000000000000000000000000000000000399000000000000000102200000000000000000000000000000000000000000000000000000000000000000000006370000000000000029360000000000000399002~3~198170          
11981703   98551028            98551028 00000000010000000000000041320000000000000041320000000000000000000000000000000041320000000000000014940000000000000000000000000000000008260000000000000000000000000000000000530000000000000002430000000000000041322~3~198170          
11981703   LA0472              LA0472   00000000010000000000000099000000000000000099000000000000000000000000000000000099000000000000000023470000000000000000000000000000000019800000000000000000000000000000000001270000000000000005830000000000000099002~3~198170          
11981723   19352194            19352194 00000000020000000000000081770000000000000163540000000000000000000000000000000163540000000000000036670000000000000000000000000000000032710000000000000000000000000000000000880000000000000004040000000000000163542~3~198172          
11981723   26224718            26224718 00000000010000000000000449670000000000000449670000000000000000000000000000000449670000000000000093390000000000000000000000000000000089930000000000000000000000000000000002410000000000000011120000000000000449672~3~198172          
11981723   26224719            26224719 00000000010000000000000145350000000000000145350000000000000000000000000000000145350000000000000030860000000000000000000000000000000029070000000000000000000000000000000000780000000000000003590000000000000145352~3~198172          
11981723   26224720            26224720 00000000010000000000000084750000000000000084750000000000000000000000000000000084750000000000000017630000000000000000000000000000000016950000000000000000000000000000000000460000000000000002100000000000000084752~3~198172          
11981723   26288296            26288296 00000000010000000000002190140000000000002190140000000000000000000000000000002190140000000000000470130000000000000000000000000000000438030000000000000000000000000000000000000000000000000000000000000000002190142~3~198172          
11981723   26314792            26314792 00000000010000000000001806560000000000001806560000000000000000000000000000001806560000000000000402370000000000000000000000000000000361310000000000000000000000000000000000000000000000000000000000000000001806562~3~198172          
11981723   26344898            26344898 00000000010000000000002515800000000000002515800000000000000000000000000000002515800000000000000588250000000000000000000000000000000503160000000000000000000000000000000000000000000000000000000000000000002515802~3~198172          
11981723   93291111            93291111 00000000010000000000000778940000000000000778940000000000000000000000000000000778940000000000000153370000000000000000000000000000000155790000000000000000000000000000000004180000000000000019260000000000000778942~3~198172          
11981723   26296012            26296012 00000000010000000000003193170000000000003193170000000000000000000000000000003193170000000000000773460000000000000000000000000000000638630000000000000000000000000000000000000000000000000000000000000000003193172~3~198172          
11981723   26668507            26668507 00000000020000000000000009900000000000000019800000000000000000000000000000000019800000000000000001840000000000000000000000000000000003960000000000000000000000000000000000110000000000000000490000000000000019802~3~198172          
11981763   12706595            12706595 00000000010000000000000058800000000000000058800000000000000000000000000000000058800000000000000035690000000000000000000000000000000011760000000000000000000000000000000000000000000000000000000000000000000058802~3~198176          
11981763   90528145            90528145 00000000010000000000000019660000000000000019660000000000000000000000000000000019660000000000000006160000000000000000000000000000000003930000000000000000000000000000000000000000000000000000000000000000000019662~3~198176          
11981763   93316245            93316245 00000000010000000000000043960000000000000043960000000000000000000000000000000043960000000000000018440000000000000000000000000000000008790000000000000000000000000000000000000000000000000000000000000000000043962~3~198176          
11981763   98550168X           98550168X00000000010000000000000299000000000000000299000000000000000000000000000000000299000000000000000094330000000000000000000000000000000000000000000000000000000000000000000003450000000000000015910000000000000299002~3~198176          
11981763   98551028            98551028 00000000010000000000000036510000000000000036510000000000000000000000000000000036510000000000000014940000000000000000000000000000000007300000000000000000000000000000000000340000000000000001550000000000000036512~3~198176          
11981773   12616850            12616850 00000000010000000000000023690000000000000023690000000000000000000000000000000023690000000000000007450000000000000000000000000000000004740000000000000000000000000000000000260000000000000001210000000000000023692~3~198177          
11981773   12636838            12636838 00000000010000000000000193020000000000000193020000000000000000000000000000000193020000000000000049310000000000000000000000000000000038600000000000000000000000000000000002140000000000000009850000000000000193022~3~198177          
11981773   52160963            52160963 00000000010000000000000264370000000000000264370000000000000000000000000000000264370000000000000079550000000000000000000000000000000052870000000000000000000000000000000002930000000000000013490000000000000264372~3~198177          
11981773   93205290            93205290 00000000020000000000000044580000000000000089160000000000000000000000000000000089160000000000000019980000000000000000000000000000000017830000000000000000000000000000000000990000000000000004550000000000000089162~3~198177          
11981773   98552923X           98552923X00000000010000000000000265000000000000000265000000000000000000000000000000000265000000000000000107960000000000000000000000000000000000000000000000000000000000000000000003670000000000000016900000000000000265002~3~198177          
11981793   1300525             1300525  00000000010000000000000168290000000000000168290000000000000000000000000000000168290000000000000062670000000000000000000000000000000033660000000000000000000000000000000002150000000000000009910000000000000168292~3~198179          
11981793   1350005             1350005  00000000010000000000000210140000000000000210140000000000000000000000000000000210140000000000000065090000000000000000000000000000000042030000000000000000000000000000000002690000000000000012370000000000000210142~3~198179          
11981793   1350137             1350137  00000000010000000000000169000000000000000169000000000000000000000000000000000169000000000000000103950000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000169002~3~198179          
11981793   88905845            88905845 00000000010000000000000026370000000000000026370000000000000000000000000000000026370000000000000008430000000000000000000000000000000005270000000000000000000000000000000000000000000000000000000000000000000026372~3~198179          
11981793   90528145            90528145 00000000010000000000000015350000000000000015350000000000000000000000000000000015350000000000000006160000000000000000000000000000000003070000000000000000000000000000000000000000000000000000000000000000000015352~3~198179          
11981793   98550134            98550134 00000000100000000000000127670000000000001276700000000000000000000000000000001276700000000000000481210000000000000000000000000000000000000000000000000000000000000000000020400000000000000093950000000000001276702~3~198179          
11981793   98550549X           98550549X00000000010000000000000399000000000000000399000000000000000000000000000000000399000000000000000102200000000000000000000000000000000000000000000000000000000000000000000006370000000000000029360000000000000399002~3~198179          
11981793   98551028            98551028 00000000010000000000000041320000000000000041320000000000000000000000000000000041320000000000000014940000000000000000000000000000000008260000000000000000000000000000000000530000000000000002430000000000000041322~3~198179          
11981793   LA0472              LA0472   00000000010000000000000099000000000000000099000000000000000000000000000000000099000000000000000023470000000000000000000000000000000019800000000000000000000000000000000001270000000000000005830000000000000099002~3~198179          
11981803   12616850            12616850 00000000010000000000000023690000000000000023690000000000000000000000000000000023690000000000000007450000000000000000000000000000000004740000000000000000000000000000000000260000000000000001170000000000000023692~3~198180          
11981803   12706595            12706595 00000000010000000000000070140000000000000070140000000000000000000000000000000070140000000000000035690000000000000000000000000000000014030000000000000000000000000000000000000000000000000000000000000000000070142~3~198180          
11981803   1350137             1350137  00000000010000000000000130240000000000000130240000000000000000000000000000000130240000000000000103950000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000130242~3~198180          
11981803   1350197             1350197  00000000010000000000000116080000000000000116080000000000000000000000000000000116080000000000000063050000000000000000000000000000000000000000000000000000000000000000000001560000000000000007200000000000000116082~3~198180          
11981803   13508023            13508023 00000000010000000000000065000000000000000065000000000000000000000000000000000065000000000000000031490000000000000000000000000000000013000000000000000000000000000000000000700000000000000003220000000000000065002~3~198180          
11981803   93316245            93316245 00000000010000000000000043960000000000000043960000000000000000000000000000000043960000000000000018440000000000000000000000000000000008790000000000000000000000000000000000000000000000000000000000000000000043962~3~198180          
11981803   98550168X           98550168X00000000010000000000000299000000000000000299000000000000000000000000000000000299000000000000000094330000000000000000000000000000000000000000000000000000000000000000000004020000000000000018540000000000000299002~3~198180          
11981803   98551028            98551028 00000000010000000000000036510000000000000036510000000000000000000000000000000036510000000000000014940000000000000000000000000000000007300000000000000000000000000000000000390000000000000001810000000000000036512~3~198180          
11981823   88905845            88905845 00000000010000000000000026000000000000000026000000000000000000000000000000000026000000000000000008430000000000000000000000000000000005200000000000000000000000000000000000000000000000000000000000000000000026002~3~198182          
11981823   90528145            90528145 00000000010000000000000015000000000000000015000000000000000000000000000000000015000000000000000006160000000000000000000000000000000003000000000000000000000000000000000000000000000000000000000000000000000015002~3~198182          
11981823   98550549X           98550549X00000000010000000000000260000000000000000260000000000000000000000000000000000260000000000000000102200000000000000000000000000000000000000000000000000000000000000000000003000000000000000013830000000000000260002~3~198182          
11981843   12616850            12616850 00000000010000000000000023690000000000000023690000000000000000000000000000000023690000000000000007450000000000000000000000000000000004740000000000000000000000000000000000260000000000000001190000000000000023692~3~198184          
11981843   12706595            12706595 00000000010000000000000125620000000000000125620000000000000000000000000000000125620000000000000035690000000000000000000000000000000025120000000000000000000000000000000000000000000000000000000000000000000125622~3~198184          
11981843   93316245            93316245 00000000010000000000000078800000000000000078800000000000000000000000000000000078800000000000000018440000000000000000000000000000000015760000000000000000000000000000000000000000000000000000000000000000000078802~3~198184          
11981843   98550549X           98550549X00000000010000000000000299000000000000000299000000000000000000000000000000000299000000000000000102200000000000000000000000000000000000000000000000000000000000000000000004070000000000000018740000000000000299002~3~198184          
11981843   98551028            98551028 00000000020000000000000041320000000000000082640000000000000000000000000000000082640000000000000029890000000000000000000000000000000016530000000000000000000000000000000000900000000000000004140000000000000082642~3~198184          
11981863   26328044            26328044 00000000010000000000000270000000000000000270000000000000000000000000000000000270000000000000000098210000000000000000000000000000000054000000000000000000000000000000000000000000000000000000000000000000000270002~3~198186          
11981863   98554244            98554244 00000000010000000000000080000000000000000080000000000000000000000000000000000080000000000000000025890000000000000000000000000000000016000000000000000000000000000000000001060000000000000004860000000000000080002~3~198186          
11981863   ACS190              ACS190   00000000010000000000000370000000000000000370000000000000000000000000000000000370000000000000000112360000000000000000000000000000000074000000000000000000000000000000000004880000000000000022500000000000000370002~3~198186          
11981873   26307582            26307582 00000000010000000000000270000000000000000270000000000000000000000000000000000270000000000000000106320000000000000000000000000000000054000000000000000000000000000000000000000000000000000000000000000000000270002~3~198187          
11981883   26328044            26328044 00000000010000000000000270000000000000000270000000000000000000000000000000000270000000000000000098210000000000000000000000000000000054000000000000000000000000000000000000000000000000000000000000000000000270002~3~198188          
11981893   26307581            26307581 00000000010000000000000270000000000000000270000000000000000000000000000000000270000000000000000101690000000000000000000000000000000054000000000000000000000000000000000000000000000000000000000000000000000270002~3~198189          
11981913   11023589            11023589 00000000010000000000000016760000000000000016760000000000000000000000000000000016760000000000000002410000000000000000000000000000000003350000000000000000000000000000000000220000000000000001020000000000000016762~3~198191          
11981913   1350137             1350137  00000000010000000000000130240000000000000130240000000000000000000000000000000130240000000000000103950000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000130242~3~198191          
11981913   19350511            19350511 00000000010000000000000050630000000000000050630000000000000000000000000000000050630000000000000014760000000000000000000000000000000010130000000000000000000000000000000000670000000000000003080000000000000050632~3~198191          
11981913   25FC0225            25FC0225 00000000010000000000000016840000000000000016840000000000000000000000000000000016840000000000000006800000000000000000000000000000000003370000000000000000000000000000000000000000000000000000000000000000000016842~3~198191          
11981913   88905845            88905845 00000000010000000000000026370000000000000026370000000000000000000000000000000026370000000000000008430000000000000000000000000000000005270000000000000000000000000000000000000000000000000000000000000000000026372~3~198191          
11981913   90531677            90531677 00000000010000000000000150000000000000000150000000000000000000000000000000000150000000000000000042890000000000000000000000000000000030000000000000000000000000000000000001980000000000000009120000000000000150002~3~198191          
11981913   93353848            93353848 00000000010000000000000146410000000000000146410000000000000000000000000000000146410000000000000082430000000000000000000000000000000029280000000000000000000000000000000000000000000000000000000000000000000146412~3~198191          
11981913   93363296            93363296 00000000040000000000000047140000000000000188560000000000000000000000000000000188560000000000000031900000000000000000000000000000000037710000000000000000000000000000000000000000000000000000000000000000000188562~3~198191          
11981913   98550812            98550812 00000000010000000000000049710000000000000049710000000000000000000000000000000049710000000000000038020000000000000000000000000000000000000000000000000000000000000000000000640000000000000002960000000000000049712~3~198191          
11981913   52056625            52056625 00000000010000000000000210460000000000000210460000000000000000000000000000000210460000000000000043900000000000000000000000000000000042090000000000000000000000000000000000000000000000000000000000000000000210462~3~198191          
11981913   103001              103001   00000000020000000000000046660000000000000093320000000000000000000000000000000093320000000000000023200000000000000000000000000000000018660000000000000000000000000000000000000000000000000000000000000000000093322~3~198191          
1196134    12616850            12616850 00000000010000000000000023690000000000000023690000000000000000000000000000000023690000000000000007450000000000000000000000000000000004740000000000000000000000000000000000220000000000000001010000000000000023692~4~19613           
1196134    12706595            12706595 00000000010000000000000058800000000000000058800000000000000000000000000000000058800000000000000035690000000000000000000000000000000011760000000000000000000000000000000000000000000000000000000000000000000058802~4~19613           
1196134    93316245            93316245 00000000010000000000000043960000000000000043960000000000000000000000000000000043960000000000000018440000000000000000000000000000000008790000000000000000000000000000000000000000000000000000000000000000000043962~4~19613           
1196134    98550168X           98550168X00000000010000000000000260000000000000000260000000000000000000000000000000000260000000000000000094330000000000000000000000000000000000000000000000000000000000000000000003000000000000000013830000000000000260002~4~19613           
1196134    98551028            98551028 00000000010000000000000036510000000000000036510000000000000000000000000000000036510000000000000014940000000000000000000000000000000007300000000000000000000000000000000000340000000000000001550000000000000036512~4~19613           
11981963   12616850            12616850 00000000010000000000000023690000000000000023690000000000000000000000000000000023690000000000000007450000000000000000000000000000000004740000000000000000000000000000000000310000000000000001440000000000000023692~3~198196          
11981963   12706595            12706595 00000000010000000000000125620000000000000125620000000000000000000000000000000125620000000000000035690000000000000000000000000000000025120000000000000000000000000000000000000000000000000000000000000000000125622~3~198196          
11981963   98550549X           98550549X00000000010000000000000275000000000000000275000000000000000000000000000000000275000000000000000102200000000000000000000000000000000000000000000000000000000000000000000004540000000000000020900000000000000275002~3~198196          
11981963   98551028            98551028 00000000010000000000000036510000000000000036510000000000000000000000000000000036510000000000000014940000000000000000000000000000000007300000000000000000000000000000000000480000000000000002220000000000000036512~3~198196          
11981993   98552923            98552923 00000000060000000000000073390000000000000440340000000000000000000000000000000440340000000000000241390000000000000000000000000000000000000000000000000000000000000000000007270000000000000033470000000000000440342~3~198199          
11982083   88905845            88905845 00000000010000000000000026000000000000000026000000000000000000000000000000000026000000000000000007130000000000000000000000000000000005200000000000000000000000000000000000000000000000000000000000000000000026002~3~198208          
11982083   90528145            90528145 00000000010000000000000015000000000000000015000000000000000000000000000000000015000000000000000006160000000000000000000000000000000003000000000000000000000000000000000000000000000000000000000000000000000015002~3~198208          
11982083   98550168X           98550168X00000000010000000000000260000000000000000260000000000000000000000000000000000260000000000000000094330000000000000000000000000000000000000000000000000000000000000000000004290000000000000019760000000000000260002~3~198208          
11982083   LA0472              LA0472   00000000010000000000000099000000000000000099000000000000000000000000000000000099000000000000000023470000000000000000000000000000000019800000000000000000000000000000000001310000000000000006020000000000000099002~3~198208          
11982093   42403110            42403110 00000000010000000000000295660000000000000295660000000000000000000000000000000295660000000000000081500000000000000000000000000000000059130000000000000000000000000000000000000000000000000000000000000000000295662~3~198209          
11982093   88902663            88902663 00000000010000000000000036750000000000000036750000000000000000000000000000000036750000000000000010650000000000000000000000000000000007350000000000000000000000000000000000340000000000000001560000000000000036752~3~198209          
11982093   95021102            95021102 00000000010000000000000243480000000000000243480000000000000000000000000000000243480000000000000059650000000000000000000000000000000048700000000000000000000000000000000002250000000000000010360000000000000243482~3~198209          
11982093   LA0472              LA0472   00000000010000000000000099000000000000000099000000000000000000000000000000000099000000000000000023470000000000000000000000000000000019800000000000000000000000000000000000910000000000000004210000000000000099002~3~198209          
11982103   12616850            12616850 00000000010000000000000023690000000000000023690000000000000000000000000000000023690000000000000007450000000000000000000000000000000004740000000000000000000000000000000000260000000000000001200000000000000023692~3~198210          
11982103   12706595            12706595 00000000010000000000000125620000000000000125620000000000000000000000000000000125620000000000000035690000000000000000000000000000000025120000000000000000000000000000000000000000000000000000000000000000000125622~3~198210          
11982103   1300525             1300525  00000000010000000000000164660000000000000164660000000000000000000000000000000164660000000000000047300000000000000000000000000000000032930000000000000000000000000000000001810000000000000008350000000000000164662~3~198210          
11982103   93316245            93316245 00000000010000000000000078800000000000000078800000000000000000000000000000000078800000000000000018440000000000000000000000000000000015760000000000000000000000000000000000000000000000000000000000000000000078802~3~198210          
11982103   98550168            98550168 00000000040000000000000065630000000000000262520000000000000000000000000000000262520000000000000100830000000000000000000000000000000000000000000000000000000000000000000003190000000000000014700000000000000262522~3~198210          
11982103   98551028            98551028 00000000010000000000000041320000000000000041320000000000000000000000000000000041320000000000000014940000000000000000000000000000000008260000000000000000000000000000000000450000000000000002100000000000000041322~3~198210          
11982123   12616850            12616850 00000000010000000000000023690000000000000023690000000000000000000000000000000023690000000000000007450000000000000000000000000000000004740000000000000000000000000000000000310000000000000001440000000000000023692~3~198212          
11982123   12706595            12706595 00000000010000000000000125620000000000000125620000000000000000000000000000000125620000000000000035690000000000000000000000000000000025120000000000000000000000000000000000000000000000000000000000000000000125622~3~198212          
11982123   98550168X           98550168X00000000010000000000000299000000000000000299000000000000000000000000000000000299000000000000000094330000000000000000000000000000000000000000000000000000000000000000000004930000000000000022720000000000000299002~3~198212          
11982153   24591057            24591057 00000000010000000000000776680000000000000776680000000000000000000000000000000776680000000000000183750000000000000000000000000000000155340000000000000000000000000000000000000000000000000000000000000000000776682~3~198215          
11982153   93286309            93286309 00000000010000000000000194950000000000000194950000000000000000000000000000000194950000000000000040620000000000000000000000000000000038990000000000000000000000000000000002040000000000000009410000000000000194952~3~198215          
11982153   JBR2772             JBR2772  00000000030000000000000019250000000000000057750000000000000000000000000000000057750000000000000017710000000000000000000000000000000011550000000000000000000000000000000000600000000000000002790000000000000057752~3~198215          
11982153   93275736            93275736 00000000010000000000000192410000000000000192410000000000000000000000000000000192410000000000000037230000000000000000000000000000000038480000000000000000000000000000000002020000000000000009280000000000000192412~3~198215          
11982163   12616850            12616850 00000000010000000000000023690000000000000023690000000000000000000000000000000023690000000000000007450000000000000000000000000000000004740000000000000000000000000000000000250000000000000001150000000000000023692~3~198216          
11982163   12706595            12706595 00000000010000000000000070140000000000000070140000000000000000000000000000000070140000000000000035690000000000000000000000000000000014030000000000000000000000000000000000000000000000000000000000000000000070142~3~198216          
11982163   1350137             1350137  00000000010000000000000130240000000000000130240000000000000000000000000000000130240000000000000103950000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000130242~3~198216          
11982163   13508023            13508023 00000000010000000000000065000000000000000065000000000000000000000000000000000065000000000000000031490000000000000000000000000000000013000000000000000000000000000000000000690000000000000003170000000000000065002~3~198216          
11982163   98550168X           98550168X00000000010000000000000260000000000000000260000000000000000000000000000000000260000000000000000094330000000000000000000000000000000000000000000000000000000000000000000003440000000000000015830000000000000260002~3~198216          
11982183   7908411733001       79084117300000000010000000000000189900000000000000189900000000000000000000000000000000189900000000000000076960000000000000000000000000000000037980000000000000000000000000000000002510000000000000011550000000000000189902~3~198218          
11982203   26355515            26355515 00000000010000000000000500000000000000000500000000000000000000000000000000000500000000000000000145510000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000500002~3~198220          
11982233   12616850            12616850 00000000010000000000000023690000000000000023690000000000000000000000000000000023690000000000000007450000000000000000000000000000000004740000000000000000000000000000000000250000000000000001140000000000000023692~3~198223          
11982233   12706595            12706595 00000000010000000000000058800000000000000058800000000000000000000000000000000058800000000000000035690000000000000000000000000000000011760000000000000000000000000000000000000000000000000000000000000000000058802~3~198223          
11982233   1300525             1300525  00000000010000000000000164660000000000000164660000000000000000000000000000000164660000000000000047300000000000000000000000000000000032930000000000000000000000000000000001720000000000000007910000000000000164662~3~198223          
11982233   1350137             1350137  00000000010000000000000130240000000000000130240000000000000000000000000000000130240000000000000103950000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000130242~3~198223          
11982233   98551028            98551028 00000000010000000000000036510000000000000036510000000000000000000000000000000036510000000000000014940000000000000000000000000000000007300000000000000000000000000000000000380000000000000001750000000000000036512~3~198223          
11982233   98550549X           98550549X00000000010000000000000299000000000000000299000000000000000000000000000000000299000000000000000102200000000000000000000000000000000000000000000000000000000000000000000003900000000000000017950000000000000299002~3~198223          
11982273   88905845            88905845 00000000010000000000000026000000000000000026000000000000000000000000000000000026000000000000000007130000000000000000000000000000000005200000000000000000000000000000000000000000000000000000000000000000000026002~3~198227          
11982273   90528145            90528145 00000000010000000000000015000000000000000015000000000000000000000000000000000015000000000000000006160000000000000000000000000000000003000000000000000000000000000000000000000000000000000000000000000000000015002~3~198227          
