19103060        INSPEÇÃO E ATUALIZAÇÃO DO MODULO BCM SEM SUBSTITUI00000000000000005003      
19103388        ATEND.CONF.IT-036GC/17                            00000000000000003002      
19103891        CAIXA DE FUS.-ADIÇÃO DE ISOLANTE NOS TERM. DE RELE00000000000000002002      
19104677        SUBST BRACO CONTROLE AMBOS LADOS IT 040G/19       00000000000000010002      
19104725        AIRBAG LADO DO MOTORISTA                          00000000000000002002      
19105108        APENAS INSPEÇÃO DO CLIPE                          00000000000000001002      
19106195        Inspeções e Substituições dos Suportes fixos dos P00000000000000003002      
19106272        Instalação de proteção no isolador acústico do car00000000000000024002      
1AAA05          QUINTA  REVISÃO DE 50.000                         00000000000000000102      
1AAA06          SEXTA  REVISÃO DE 60.000 KM OU 06 ANOS            00000000000000000102      
1AAA71          REPARO                                            00000000000000000102      
1ACC            INSTALACAO DE ACESSORIOS (M.O. CORTESIA)          00000000000000010009      
1ACE            INSTALACAO DE ACESSORIOS                          00000000000000010009      
1C0111          VIDRO DA PORT. DIANT. LE REM. E RECOL.            00000000000000005002      
1DIAG           DIAGNOSTICO                                       00000000000000005002      
1DP             DESMONTAGEM DE PNEUS                              00000000000000007002      
1E0203          BALANCEAMENTO RODAS                               00000000000000010002      
1E2020          ALINHAMENTO DE DIRECAO                            00000000000000010002      
1H0042....      PASTILHAS DE FREIO SUBSTITUIR                     00000000000000006002      
1H0042.......   PASTILHAS DE FREIO SUBSTITUIR                     00000000000000006002      
1H0042......... PASTILHAS DE FREIO SUBSTITUIR                     00000000000000006002      
1H0241          SAPATAS E LONAS DO FREIO A TAMBOR                 00000000000000014012      
1H2860          ALAVANCA FREIO ESTACIONAMENTO-SUBST.              00000000000000006002      
1J0675          CORREIA MOTRIZ ( SB)                              00000000000000020002      
1J9799          OLEO DO MOTOR E FILTRO (SB)                       00000000000000005002      
1J9810          SUPORTE DIANT.DO COMPRESSOR DE AR                 00000000000000007012      
1K6727          COXIM E/OU SUP.DA CXE MUSUB                       00000000000000039002      
1M0041          PRIMEIRA REVISAO ESPECIAL                         00000000000000019005      
1M0051          SEGUNDA REVISAO                                   00000000000000014005      
1M0061          TERCEIRA REVISAO                                  00000000000000026005      
1M0071          QUARTA REVISAO                                    00000000000000050005      
1M0081          QUINTA REVISAO                                    00000000000000040005      
1M0091          SEXTA REVISAO                                     00000000000000018005      
1M0101          SETIMA REVISAO                                    00000000000000023005      
1M0111          OITAVA REVISAO                                    00000000000000034005      
1M0121          NONA REVISAO                                      00000000000000025005      
1M0131          DECIMA REVISAO                                    00000000000000030005      
1M0141          DECIMA PRIMEIRA REVISAO                           00000000000000030005      
1M0151          DECIMA SEGUNDA REVISAO                            00000000000000070005      
1M0181          DECIMA QUINTA REVISAO                             00000000000000030002      
1M0191          DECIMA-SEXTA REVISAO                              00000000000000070012      
1ML             MARGEM DE LUCRATIVIDADE 28%                       00000000000000005002      
1ML1            MARGEM DE LUCRATIVIDADE                           00000000000000010002      
1RG999          REVISAO GERAL                                     00000000000000030002      
1ST             SERVICO DE TERCEIROS                              00000000000000010002      
1ST002          SERV.TERC. ALINHAMENTO                            00000000000000005002      
1ST-AL001       ALINHAMENTO DE DIREÇÃO                            00000000000000010002      
1ST-BL001       BALANCEAMENTO DE RODAS                            00000000000000010002      
1TR006          TROCA DE OLEO                                     000000000000000020012     
1TR007          QUARTA TROCA DE OLEO                              000000000000000020012     
1TR009          QUINTA TROCA DE OLEO                              000000000000000020012     
1TR011          SEXTA TROCA DE OLEO                               00000000000000002002      
1TR013           SETIMA  TROCA DE OLEO                            000000000000000020012     
1TR015          OITAVA TROCA DE OLEO                              000000000000000020012     
1TR017          NONA TROCA DE OLEO                                000000000000000020012     
