113583411                SENSOR PARA MEDICAO                               G13583411                                                                                                                              
113587700                MODULO ELETRONICO DE                              G13587700                                                                                                                              
113597429                SENSOR DE POSICAO DO                              G13597429                                                                                                                              
113599318                MODULO ELETRONICO DE                              G13599318                                                                                                                              
115075565                TAMPA DO RADIADOR DE                              G15075565                                                                                             40E            40E               
115217394                DEFLETOR  DE SAIDA D                              G15217394                                                                                                                              
115286593                VEDADOR DE BORRACHA                               G15286593                                                                                                                              
115788727                CAPA DO BRACO DO LIM                              G15788727                                                                                                                              
115792288                EMBLEMA                                           G15792288                                                                                                                              
119258416                VEDADOR DE BORRACHA                               G19258416                                                                                                                              
119283184                SORTIDO COMPOSTO POR                              G19283184                                                                                                                              
119283185                SORTIDO COMPOSTO POR                              G19283185                                                                                                                              
119314696                PASTILHA DO FREIO DE                              G19314696                                                                                                                              
119314697                PASTILHA DO FREIO DE                              G19314697                                                                                                                              
119314700                PASTILHA DO FREIO DE                              G19314700                                                                                                                              
119314790                PALHETA DO LIMPADOR                               G19314790                                                                                                                              
119314836                PALHETA DO LIMPADOR                               G19314836                                                                                                                              
119347338                VELA DE IGNICAO PARA                              G19347338                                                                                                                              
119347340                VELA DE IGNICAO PARA                              G19347340                                                                                                                              
119347349                VELA DE IGNICAO PARA                              G19347349                                                                                                                              
119347743                ELEMENTO FILTRANTE D                              G19347743                                                                                                                              
119348434                BOMBA DE AGUA DE VEI                              G19348434                                                                                                                              
119348697                BOMBA ELETRICA DE CO                              G19348697                                                                                                                              
119348698                BOMBA ELETRICA DE CO                              G19348698                                                                                                                              
119349213                DISCO DO FREIO DE VE                              G19349213                                                                                                                              
119349225                DISCO DO FREIO DE VE                              G19349225                                                                                                                              
119350099                PALHETA DO LIMPADOR                               G19350099                                                                                                                              
119350111                PALHETA DO LIMPADOR                               G19350111                                                                                                                              
119350511                ELEMENTO FILTRANTE D                              G19350511                                                                                                                              
119351403                TENSIONADOR DA CORRE                              G19351403                                                                                                                              
119376259                PALHETA DO LIMPADOR                               G19376259                                                                                                                              
119380533                SORTIDO COMPOSTO POR                              G19380533                                                                                                                              
119380535                SORTIDO COMPOSTO POR                              G19380535                                                                                                                              
119PF1016                PASTILHA KIT-FR                                   O                        19PF1016  GMB                                               NOVO CORSA                                        
120055                   BOMBA DE AGUA CHEVROLET 90000818                  O                        20055     OUTROS                                                                                              
120089                   BOMBA DAGUA VOLKSWAGEN GOL 8V AT GOLF POLO FOX    O                        20089     OUTROS                                                                                              
120143                   BOMBA D AGUA 90000816                             O                        20143     OUTROS                                                                                              
120145                   BOMBA D'ÁGUA MONTANA/ MERIVA/ 1.8 8V CORSA HATCH/ O                        20145     OUTROS                                                                                              
120189                   BOMBA D AGUA CHEVROLET 90000822                   O                        20189     OUTROS                                                                                              
120227                   BOMBA D AGUA CHEVROELT 90000469                   O                        20227     OUTROS                                                                                              
12086451                 COROA PINHAO C CORR RET 44X15 428H118L            O                        2086451   OUTROS                                                                                              
122895243                TAMPA DO RESERVATORI                              G22895243                                                                                                                              
122915121                PAINEL ELETRICO PARA                              G22915121                                                                                                                              
123343662                SUPORTE DA ESTRUTURA                              G23343662                                                                                                                              
123382430                SUPORTE DA COBERTURA                              G23382430                                                                                                                              
123504347                GRADE DO RADIADOR PA                              G23504347                                                                                                                              
123504350                GRADE DO RADIADOR PA                              G23504350                                                                                                                              
123508972                GRADE DO RADIADOR PA                              G23508972                                                                                                                              
124041962                MODULO DE CONTROLE E                              G24041962                                                                                                                              
124046020                CILINDRO ATUADOR DA                               G24046020                                                                                                                              
1241                     BATERIA P/ALARME                                  O                        241       OUTROS                                                                                              
124236933                SORTIDO COMPOSTO POR                              G24236933                                                                                                                              
124261682                SELADOR DE BORRACHA                               G24261682                                                                                                                              
124271356                PLACA DE PRESSAO DA                               G24271356                                                                                                                              
124297124                TAMPA DO RESERVATORI                              G24297124                                                                                                                              
124422061                CILINDRO ATUADOR DA                               G24422061                                                                                                                              
124422066                TUBO DO CILINDRO ACI                              G24422066                                                                                                                              
124430219                VALV ALIVIO                                       G24430219                                                                                                            36I               
124578211                VIRABREQUIM DE PESO                               G24578211                                                                                                                              
124578420                PARAFUSO ROSCADO DE                               G24578420                                                                                                                              
124578500X               CABO DE MARCHA AGILE MONTANA                      O                        24578500X OUTROS                                                                                              
124578508                BOMBA DE OLEO LUBRIF                              G24578508                                                                                                                              
124578613                VEDADOR DE BORRACHA                               G24578613                                                                                                                              
124578614                JUNTA DE BORRACHA VU                              G24578614                                                                                                                              
124578675                JUNTA DE BORRACHA VU                              G24578675                                                                                                                              
124578819                INJETOR DE COMBUSTIV                              G24578819                                                                                                                              
124578852                CARCACA DO EIXO COMA                              G24578852                                                                                                                              
124579148                TUBO DE BORRACHA VUL                              G24579148                                                                                                                              
124579485                SUPORTE DA BOMBA DA                               G24579485                                                                                                                              
124579487                CORREIA DE BORRACHA                               G24579487                                                                                                                              
124579488                CORREIA DE BORRACHA                               G24579488                                                                                                                              
124579936                BUJAO DE PLASTICO                                 G24579936                                                                                                                              
124579938                VEDADOR DE BORRACHA                               G24579938                                                                                                                              
124579972                JUNTA METALOPLASTICA                              G24579972                                                                                                                              
124580378                PLACA DA EMBREAGEM P                              G24580378                                                                                                                              
124580405                CILINDRO MESTRE DA E                              G24580405                                                                                                                              
124580486                APARELHO PARA MEDIDA                              G24580486                                                                                                                              
124581174                CORREIA DE TRANSMISS                              G24581174                                                                                                                              
124581397                SUPORTE DO MOTOR DE                               G24581397                                                                                                                              
124581617                DISCO DE EMBREAGEM D                              G24581617                                                                                                                              
124581803                CILINDRO ATUADOR DA                               G24581803                                                                                                                              
124581894                JUNTA DE VEDACAO EM                               G24581894                                                                                                                              
124582404                SENSOR DE POSICAO DO                              G24582404                                                                                                                              
124582406                POLIA DE ROLAMENTOS                               G24582406                                                                                                                              
124582466                BIELA PARA MOTOR DE                               G24582466                                                                                                                              
124582468                BIELA PARA MOTOR DE                               G24582468                                                                                                                              
124582664                VALVULA TIPO BORBOLE                              G24582664                                                                                                                              
124582665                POLIA BALANCEADORA D                              G24582665                                                                                                                              
124582667                COBERTURA DO EIXO CO                              G24582667                                                                                                                              
124583134                POLIA REGULADORA DE                               G24583134                                                                                                                              
124584392                CONJUNTO COMPOSTO PO                              G24584392                                                                                                                              
124585032                CABO DA ALAVANCA SEL                              G24585032                                                                                                                              
124585671                PISTAO DE LIGA LEVE                               G24585671                                                                                                                              
124585899                COBERTURA DA CORREIA                              G24585899                                                                                                                              
124586073                CABECOTE PARA MOTOR                               G24586073                                                                                                                              
124586232                TAMPA DO ENCHIMENTO                               G24586232                                                                                                                              
124586235                COBERTURA DA CORREIA                              G24586235                                                                                                                              
124586359                PLATO E DISCO DA EMB                              G24586359                                                                                                                              
124586360                PLATO E DISCO DA EMB                              G24586360                                                                                                                              
124586361                PLATO E DISCO DA EMB                              G24586361                                                                                                                              
124586382                SORTIDO COMPOSTO POR                              G24586382                                                                                                                              
124586650                VEDADOR DE BORRACHA                               G24586650                                                                                                                              
124587011                JUNTA METALOPLASTICA                              G24587011                                                                                                                              
124587020                MOTOR DE ARRANQUE DE                              G24587020                                                                                                                              
124587106                SUPORTE DO VENTILADO                              G24587106                                                                                                                              
124587738                JUNTA DE BORRACHA VU                              G24587738                                                                                                                              
124588545                JOGO DE FIOS COM CON                              G24588545                                                                                                                              
124588546                JOGO DE FIOS COM CON                              G24588546                                                                                                                              
124588548                JOGO DE FIOS COM CON                              G24588548                                                                                                                              
124589744                CILINDRO ATUADOR DA                               G24589744                                                                                                                              
124589757                PLATO E DISCO DA EMB                              G24589757                                                                                                                              
124590072                TUBO DE ALOJAMENTO D                              G24590072                                                                                                                              
124590404                POLIA LIVRE PARA DES                              G24590404                                                                                                                              
124590694                JOGO DE BRONZES COM                               G24590694                                                                                                                              
124590700                CORREIA DE BORRACHA                               G24590700                                                                                                                              
124591035                COBERTURA DO COLETOR                              G24591035                                                                                                                              
124591047                CORREIA DE BORRACHA                               G24591047                                                                                                                              
124591057                BOMBA DO LIQUIDO DE                               G24591057                                                                                                                              
124591142                CILINDRO ATUADOR DA                               G24591142                                                                                                                              
124591145                SORTIDO COMPOSTO POR                              G24591145                                                                                                                              
124591518                FILTRO DE OLEO PARA                               G24591518                                                                                                                              
124591690                CABO DA ALAVANCA SEL                              G24591690                                                                                                                              
124591704                TUBO DE BORRACHA VUL                              G24591704                                                                                                                              
125186240                SENSOR PARA MEDICAO                               G25186240                                                                                                                              
125187855                CABO DA ALAVANCA SEL                              G25187855                                                                                                                              
125197657                VELA DE IGNICAO PARA                              G25197657                                                                                                                              
125204525                TENSIONADOR DA CORRE                              G25204525                                                                                                                              
125204556                CILINDRO ATUADOR DA                               G25204556                                                                                                                              
125204558                CILINDRO MESTRE DA E                              G25204558                                                                                                                              
125204559                CONECTOR DE PLASTICO                              G25204559                                                                                                                              
125775833                SENSOR PARA MEDICAO                               G25775833                                                                                                                              
125798301                ETIQUETA DE POLICLOR                              G25798301                                                                                                                              
125824250                ROLAMENTO DE ROLETES                              G25824250                                                                                                                              
125824251                ROLAMENTO DE ROLETES                              G25824251                                                                                                                              
125824252                ROLAMENTO DE ROLETES                              G25824252                                                                                                                              
125936893                MACANETA DE PLASTICO                              G25936893                                                                                                                              
125FC0225                FILTRO DE COMBU                                   O                        25FC0225  GMB                                                                                                 
125FL5949                FILTRO DE OLEO FIAT FIRE                          O                        25FL5949  GMB                                                                                                 
12604202                 ELEMENTO OLEO COMBUST                             O                        2604202   OUTROS                                                                                              
126053326                ROLAMENTO DE ESFERA                               G26053326                                                                                                                              
126064029                SELADOR DE BORRACHA                               G26064029                                                                                                                              
