1199490    20230531000413346634911    40315     44647     8AGBM69S0PR1406432  011JAMESN53            4   0000000395199490                                  0000000000000015380364000000000014810000000000000000000000000000000015000000000000000000000000000000000000000000000000000000000000
12602138   20230522226453410001571    40320     45198     9BGJP7520RB1126322  011CARLOSE             999900000000002602138                                 0100000000000011514926000000000000000000000000000000000000000000000011862810000000000000000000000000000000000000000000000000000000
12597107   20230522000912514604101    40320     45198     9BGJP7520RB1089002  011PEDROMO             999900000000002597107                                 0100000000000009239220000000000000000000000000000000000000000000000009585600000000000000000000000000000000000000000000000000000000
12598645   20230518226453410001571    40320     45198     9BGJP7520RB1077122  011CARLOSE             999900000000002598645                                 0100000000000011514926000000000000000000000000000000000000000000000011862810000000000000000000000000000000000000000000000000000000
14160774   20230522000650354706441    40321     45186     9BGEB48H0RG1181792  011CARLOSE             999900000000004160774                                 0100000000000007645145000000000000000000000000000000000000000000000007979100000000000000000000000000000000000000000000000000000000
1198249    20230503000079797524141    40321     44631     9BGEB48A0PG2818562  011PAULOEF             4   0000000386198249                                  0000000000000009706515000000000008295000000000000000000000000000000009150000000000000000000000000000000000000000000000000000000000
1199067    20230522000374890608001    40321     44631     9BGEB48A0PG2818662  011FRANCN53            4   0000000522199067                                  0000000000000010504100000000000008295000000000000000000000000000000009999000000000000000000000000000000000000000000000000000000000
1199381    20230529000365730004041    40321     44631     9BGEB48A0PG2818582  011AUDANN53            4   0000000436199381                                  0000000000000008940841000000000007882000000000000000000000000000000008500000000000000000000000000000000000000000000000000000000000
1199383    20230529000053245744731    40321     44631     9BGEB48A0PG2818602  011LILIAN53            4   0000000395199383                                  0000000000000009488827000000000008295000000000000000000000000000000009439000000000000000000000000000000000000000000000000000000000
1198841    20230517000970138544681    40321     44631     9BGEB48A0PG2822632  011JAMESN53            4   0000000386198841                                  0000000000000008934426000000000008082000000000000000000000000000000008700000000000000000000000000000000000000000000000000000000000
1199180    20230524000083827744661    40321     44631     9BGEB48A0PG2791932  011WILLDSONG           4   0000000386199180                                  0000000000000008893768000000000008181000000000000000000000000000000008799000000000000000000000000000000000000000000000000000000000
1198928    20230518000423600644871    40321     44631     9BGEB48A0PG2767762  011FRANCN53            4   0000000386198928                                  0000000000000009210777000000000007023700000000000000000000000000000009200000000000000000000000000000000000000000000000000000000000
1198485    20230509000070508244021    40321     45175     9BGEY48H0RG1161202  011MARCIOS             4   0000000386198485                                  0000000000000011473491000000000011235000000000000000000000000000000011400000000000000000000000000000000000000000000000000000000000
1198574    20230510000583103478041    40321     45175     9BGEY48H0RG1135802  011ALEXSN53            4   0000000395198574                                  0000000000000011653274000000000011469000000000000000000000000000000011559000000000000000000000000000000000000000000000000000000000
1198804    20230516000016460414611    40321     44637     9BGEB48A0PG2993382  011IZAUO               4   0000000436198804                                  0000000000000008362821000000000007870000000000000000000000000000000008090000000000000000000000000000000000000000000000000000000000
1198515    20230509000017202414571    40321     44631     9BGEB48A0PG1968522  011IVESN53             4   0000000429198515                                  0000000000000009284918000000000008164000000000000000000000000000000008700000000000000000000000000000000000000000000000000000000000
1198962    20230519000448704424341    40321     45178     9BGEY69H0RG1191092  011AUDANN53            4   0000000394198962                                  0000000000000011806410000000000011535000000000000000000000000000000011700000000000000000000000000000000000000000000000000000000000
1198688    20230512000242409664341    40321     44642     9BGEA48H0PG2578342  011MARCIOS             4   0000000522198688                                  0000000000000011187114000000000009910000000000000000000000000000000010800000000000000000000000000000000000000000000000000000000000
1199479    20230531000028348344071    40321     45173     9BGEN48H0RG1205102  011JONATN53            4   0000000386199479                                  0000000000000011928846000000000011019000000000000000000000000000000011699000000000000000000000000000000000000000000000000000000000
1198615    20230511000056898214201    40321     44656     9BGEB48H0PG2989302  011PAULOEF             4   0000000395198615                                  0000000000000010178448000000000009419000000000000000000000000000000009975000000000000000000000000000000000000000000000000000000000
1199048    20230522000106325304721    40321     44631     9BGEB48A0PG2970042  011ALEXSN53            4   0000000386199048                                  0000000000000009624603000000000008582000000000000000000000000000000009200000000000000000000000000000000000000000000000000000000000
1199049    20230522000067270884111    40321     44631     9BGEB48A0PG2970072  011ALTEMAR             4   0000000386199049                                  0000000000000009677928000000000008595000000000000000000000000000000009299000000000000000000000000000000000000000000000000000000000
1198669    20230512000481594684151    40321     44660     9BGEB69H0PG3005412  011AUDANN53            4   0000000436198669                                  0000000000000011111525000000000010605000000000000000000000000000000010900000000000000000000000000000000000000000000000000000000000
1199229    20230525000097005015151    40321     44660     9BGEB69H0PG2995422  011LUANC               4   0000000386199229                                  0000000000000012063366000000000010825000000000000000000000000000000011759000000000000000000000000000000000000000000000000000000000
1198872    20230517000095903624511    40321     44631     9BGEB48A0PG2909882  011LILIANE             4   0000001760198872                                  0000000000000008819839000000000008056000000000000000000000000000000008599000000000000000000000000000000000000000000000000000000000
1199404    20230530000023183404711    40321     44631     9BGEB48A0PG2791972  011CONCEN53            4   0000000395199404                                  0000000000000008862373000000000007982000000000000000000000000000000008699000000000000000000000000000000000000000000000000000000000
1198769    20230515000455283688981    40321     44631     9BGEB48A0PG2813262  011IZAUO               4   0000000436198769                                  0000000000000008994472000000000007992000000000000000000000000000000008450000000000000000000000000000000000000000000000000000000000
1198776    20230515000200788464041    40321     44619     9BGEB69A0PG2808802  011JAMESN53            4   0000000395198776                                  0000000000000009828044000000000008935000000000000000000000000000000009400000000000000000000000000000000000000000000000000000000000
1198744    20230515000876915154721    40321     45176     9BGEB48H0RG1115252  011PAULOEF             4   0000000386198744                                  0000000000000011282694000000000010769000000000000000000000000000000011150000000000000000000000000000000000000000000000000000000000
1199407    20230530000034458544161    40321     44631     9BGEB48A0PG3015162  011LUANC               4   0000000386199407                                  0000000000000009696693000000000008595000000000000000000000000000000009490000000000000000000000000000000000000000000000000000000000
14160205   20230518000011855294541    40321     45195     9BGEN69H0RG1140822  011CARLOSE             999900000000004160205                                 0100000000000008281185000000000000000000000000000000000000000000000008622300000000000000000000000000000000000000000000000000000000
1198625    20230511000045865014561    40321     44660     9BGEB69H0PG2203132  011JAMESN53            4   0000000386198625                                  0000000000000011362859000000000010940000000000000000000000000000000011100000000000000000000000000000000000000000000000000000000000
1198512    20230509000029773824021    40321     44660     9BGEB69H0PG2856852  011POLLYN53            4   0000000386198512                                  0000000000000011321789000000000010770000000000000000000000000000000010990000000000000000000000000000000000000000000000000000000000
1199061    20230522000786029714001    40321     44631     9BGEB48A0PG2703732  011POLLYN53            4   0000000395199061                                  0000000000000009182508000000000008181000000000000000000000000000000008799000000000000000000000000000000000000000000000000000000000
1199380    20230529000214424103101    40321     44642     9BGEA48H0PG2898122  011JONATN53            4   0000000386199380                                  0000000000000010087109000000000009505000000000000000000000000000000009699000000000000000000000000000000000000000000000000000000000
1198575    20230510000046249884001    40321     45109     9BGEB69A0PG2748922  011CONCEN53            4   0000000386198575                                  0000000000000009253413000000000008709000000000000000000000000000000008799000000000000000000000000000000000000000000000000000000000
1198571    20230510000089528944051    40321     44619     9BGEB69A0PG2748632  011FRANCN53            4   0000000386198571                                  0000000000000010187480000000000008679000000000000000000000000000000009700000000000000000000000000000000000000000000000000000000000
1198571    20230510000089528944051    40321     44619     9BGEB69A0PG2748632  011FRANCN53            4   0000000386198571                                  0000000000000010187480000000000008679000000000000000000000000000000009700000000000000000000000000000000000000000000000000000000000
1199426    20230530000056097854561    120333    125164    9BGEN48H0NG1544572  011CARLON53            9   0000000395199426                                  1000000000000008107962000000000007700000000000000000000000000000000007700000000000000000000000000000000000077000000000000000000000
1198835    20230517000094672174221    120333    124697    9BG148MA0HC4520812  011PAMELN53            9   0000000395198835                                  1000000000000008831385000000000008000000000000000000000000000000000008000000000000000000000000000000000000080000000000000000000000
1199006    20230522000079923044891    120333    124440    9BGKC48V0JG2399242  011GERENTE_N           9   0000000436199006                                  1000000000000005531747000000000005620000000000000000000000000000000005620000000000000000000000000000000000056200000000000000000000
1199047    20230522000008312894811    120333    124460    9BGKT48V0HG1319732  011PAMELN53            9   0000000436199047                                  1000000000000005510543000000000005868400000000000000000000000000000005868400000000000000000000000000000000058684000000000000000000
1199071    20230522000123890254551    120333    124405    9BGKS69V0KG3974142  011GERENTE_N           9   0000000436199071                                  1000000000000005362496000000000005220000000000000000000000000000000005220000000000000000000000000000000000052200000000000000000000
1198556    20230510000837784974721    120333    124900    9BGEB48A0MG1217432  011IAGON53             9   0000000436198556                                  1000000000000006211163000000000006650000000000000000000000000000000006650000000000000000000000000000000000066500000000000000000000
1199173    20230524000110647194651    120333    124413    9BGKS48U0KG1868972  011CRISTIN53           9   0000000429199173                                  1000000000000004463235000000000004954100000000000000000000000000000004954100000000000000000000000000000000049541000000000000000000
1199070    20230522000878421814201    120333    124900    9BGEB48A0PG1505552  011LAERTN53            9   0000000386199070                                  1000000000000007770226000000000007999000000000000000000000000000000008000000000000000000000000000000000000080000000000000000000000
1198826    20230516000091624874771    120333    124404    9BGKL48U0KB1823672  011GERENTE_N           9   0000000436198826                                  1000000000000004277552000000000004100000000000000000000000000000000004100000000000000000000000000000000000041000000000000000000000
1199487    20230531000105670294091    120333    124418    9BGKL69U0KG2958212  011PAMELN53            9   0000001760199487                                  1000000000000004971788000000000005499000000000000000000000000000000005499000000000000000000000000000000000054990000000000000000000
1199486    20230531000030990814001    120333    125465    9BGEN69H0LG1734582  011ULISSN53            9   0000001760199486                                  1000000000000007721741000000000007869000000000000000000000000000000007869000000000000000000000000000000000078690000000000000000000
1198245    20230503000020233144021    120333    124473    9BGKC48V0KG2926892  011ANAN53              9   0000000429198245                                  1000000000000006836201000000000007299000000000000000000000000000000007399000000000000000000000000000000000066591000000000000000000
1199430    20230530000081691054551    120333    125471    9BG156YK0LC4023482  011WENDEN53            9   0000000436199430                                  1000000000000018264226000000000019000000000000000000000000000000000019000000000000000000000000000000000000190000000000000000000000
1198828    20230516000013604464601    120333    125669    9BGEY69H0MG1809142  011PEDRON53            9   0000000395198828                                  1000000000000008309974000000000008773800000000000000000000000000000008773800000000000000000000000000000000087738000000000000000000
1198774    20230515000075177644031    120333    124417    9BGSU19F0CB3101792  011GERENTE_N           9   0000000436198774                                  1000000000000003815554000000000001800000000000000000000000000000000001800000000000000000000000000000000000018000000000000000000000
1199017    20230522000490249144341    120333    124413    9BGKS48U0HG2047522  011GERENTE_N           9   0000000436199017                                  1000000000000004116554000000000004200000000000000000000000000000000004200000000000000000000000000000000000042000000000000000000000
1198973    20230519000607623495491    120333    124473    9BGKC48V0KG4277482  011NATANN53            9   0000000436198973                                  1000000000000007598872000000000006599000000000000000000000000000000006599000000000000000000000000000000000065990000000000000000000
1199405    20230530336754020001451    120333    124554    9BGKC48V0HG2033372  011GERENTE_N           9   0000000436199405                                  1000000000000005593504000000000005500000000000000000000000000000000005500000000000000000000000000000000000055000000000000000000000
1198307    20230505000298443397151    120333    124473    9BGKC48V0JG2679682  011WENDEN53            9   0000000429198307                                  1000000000000006372225000000000007000000000000000000000000000000000007000000000000000000000000000000000000063000000000000000000000
1199230    20230525000182417514001    120333    125351    9BGEA48A0NG1232262  011CRISTIN53           9   0000000436199230                                  1000000000000006753465000000000006699000000000000000000000000000000006699000000000000000000000000000000000066990000000000000000000
1199336    20230529000044583734981    120333    124468    9BGKS69G0GG1973092  011GERENTE_N           9   0000000436199336                                  1000000000000003680106000000000003750000000000000000000000000000000003750000000000000000000000000000000000037500000000000000000000
1199165    20230524000980384784871    120333    995125    9BG148MK0FC4254782  011NATANN53            9   0000000436199165                                  1000000000000009373375000000000009500000000000000000000000000000000009500000000000000000000000000000000000095000000000000000000000
1199465    20230531000117517994921    120333    995140    9BGED48H0NG1450212  011NATANN53            9   0000000386199465                                  1000000000000009118512000000000009000000000000000000000000000000000009000000000000000000000000000000000000090000000000000000000000
1198914    20230518000315219914721    120333    124413    9BGKS48U0KG3340992  011ANAN53              9   0000000436198914                                  1000000000000004680502000000000005700000000000000000000000000000000005700000000000000000000000000000000000057000000000000000000000
1199232    20230525000971037994151    120333    124405    9BGKS69V0KG4419872  011PAMELN53            9   0000000436199232                                  1000000000000006059914000000000006068400000000000000000000000000000006068400000000000000000000000000000000060684000000000000000000
1198469    20230509000105166984781    120333    124473    9BGKC48V0KG3599402  011GERENTE_N           9   0000000436198469                                  1000000000000005802309000000000005650000000000000000000000000000000005650000000000000000000000000000000000056500000000000000000000
1199063    20230522395568820001011    120333    124404    9BGKL48U0KB2464892  011GERENTE_N           9   0000000436199063                                  1000000000000004279085000000000004300000000000000000000000000000000004300000000000000000000000000000000000043000000000000000000000
1199204    20230525318548380001761    120333    124608    3GNDJ8CZ3JL4019792  011GERENTE_N           9   0000000436199204                                  1000000000000007075256000000000006700000000000000000000000000000000006700000000000000000000000000000000000040200000000000000000000
1199377    20230529000075177644031    120333    124413    9BGKS48U0HG1485432  011GERENTE_N           9   0000000436199377                                  1000000000000003796002000000000004100000000000000000000000000000000004100000000000000000000000000000000000041000000000000000000000
1199072    20230522000016879894861    120333    124881    9BGEY69H0MG1722992  011GERENTE_N           9   0000000442199072                                  1000000000000007719972000000000007420000000000000000000000000000000007420000000000000000000000000000000000074200000000000000000000
1198323    20230505000773189944681    120333    125351    9BGEA48A0NG1462732  011CRISTIN53           9   0000000429198323                                  1000000000000007168476000000000006954100000000000000000000000000000006954100000000000000000000000000000000062587000000000000000000
1198827    20230516000009353064121    120333    124415    9BGKT69V0JG1301292  011PEDRON53            9   0000001760198827                                  1000000000000005821673000000000006250000000000000000000000000000000006250000000000000000000000000000000000062500000000000000000000
1199065    20230522000595606814001    120333    124816    9BGEA48H0LG2353632  011CRISTIN53           9   0000001760199065                                  1000000000000006847995000000000007064900000000000000000000000000000007064900000000000000000000000000000000070649000000000000000000
1198559    20230510000053998984381    120333    124608    3GNDJ8CZ3JL3729532  011PEDRON53            9   0000000395198559                                  1000000000000007763706000000000007507200000000000000000000000000000007507200000000000000000000000000000000075072000000000000000000
1198620    20230511000036731967582    20327     995442    935SDN6AYCB5596312  011GERENTE_N           9   0000000436198620                                  1000000000000001651816000000000001720000000000000000000000000000000001720000000000000000000000000000000000010320000000000000000000
1199510    20230531273907080001522    20327     124540    935SLYFY1GB5012312  011GERENTE_N           9   0000000436199510                                  1000000000000003179208000000000003300000000000000000000000000000000003300000000000000000000000000000000000033000000000000000000000
1199464    20230531000063019874892    120337    995248    9886751C6MKK731632  011ANAN53              9   0000000386199464                                  1000000000000019249217000000000015400000000000000000000000000000000015400000000000000000000000000000000000154000000000000000000000
1199481    20230531000187776618693    20148     124880    9BFZF55P1E80764462  011ANAN53              9   0000000386199481                                  1000000000000003566114000000000003499000000000000000000000000000000003850000000000000000000000000000000000038500000000000000000000
1198627    20230511000324605891153    20148     125317    9BFZH55L8L84664162  011FABIAN53            9   0000000386198627                                  1000000000000006427889000000000005630000000000000000000000000000000005630000000000000000000000000000000000050670000000000000000000
1198297    20230505000090574074263    20148     124448    9BFZH55L1J84835102  011GERENTE_N           9   0000000386198297                                  1000000000000004663488000000000004699000000000000000000000000000000004699000000000000000000000000000000000042291000000000000000000
1199346    20230529000047691274133    20148     125229    9BFZH54J1F82126782  011GERENTE_N           9   0000000436199346                                  1000000000000002901607000000000003200000000000000000000000000000000003200000000000000000000000000000000000032000000000000000000000
1198957    20230519000703973004923    20148     995309    8AFAR23L7FJ3311162  011CARLON53            9   0000000436198957                                  1000000000000011274063000000000009500000000000000000000000000000000009500000000000000000000000000000000000095000000000000000000000
1198975    20230519092670770001053    20148     124584    9BFZD55PXGB8396082  011GERENTE_N           9   0000000436198975                                  1000000000000003700248000000000003720000000000000000000000000000000003720000000000000000000000000000000000022320000000000000000000
1198766    20230515000786574585003    20148     125637    9BFZD55P1JB6051402  011LAERTN53            9   0000000395198766                                  1000000000000004775932000000000004900000000000000000000000000000000004900000000000000000000000000000000000049000000000000000000000
1199031    20230522000111792294443    20148     995407    9BFZH54J6F82298162  011PEDRON53            9   0000000429199031                                  1000000000000003803736000000000004229900000000000000000000000000000004229900000000000000000000000000000000042299000000000000000000
1199207    20230525000032967864733    20148     125317    9BFZH55L6F81790462  011GERENTE_N           9   0000000436199207                                  1000000000000002788155000000000002500000000000000000000000000000000002500000000000000000000000000000000000025000000000000000000000
1198513    20230509000077123164493    20148     124984    9BFZH55L7H83696522  011CARLON53            9   0000000429198513                                  1000000000000003750535000000000004400000000000000000000000000000000004400000000000000000000000000000000000039600000000000000000000
1199062    20230522000156585204445    120334    995428    9BWPB45Z6G40519722  011LAERTN53            9   0000000436199062                                  1000000000000004650685000000000004900000000000000000000000000000000004900000000000000000000000000000000000049000000000000000000000
1199515    20230531000108420164065    120334    124911    9BWAA45UXGP0514842  011GERENTE_N           9   0000000436199515                                  1000000000000003113440000000000003070000000000000000000000000000000003070000000000000000000000000000000000018420000000000000000000
1198956    20230519000701128794975    120334    124999    9BWAA05UXDT0449182  011LAERTN53            9   0000000436198956                                  1000000000000002514577000000000002100000000000000000000000000000000002100000000000000000000000000000000000021000000000000000000000
1198570    20230510000700421414195    120334    124803    9BWAH5BZ1LP0790072  011ANAN53              9   0000000395198570                                  1000000000000008721593000000000008059000000000000000000000000000000008059000000000000000000000000000000000080590000000000000000000
1198681    20230512000281757604785    120334    125750    9BWBH6BF0M40859172  011ULISSN53            9   0000000395198681                                  1000000000000009614418000000000010172711000000000000000000000000000010172711000000000000000000000000000000101727000000000000000000
1199058    20230522000048722764696    20149     125048    9BD358A47JYH394762  011NATANN53            9   0000000395199058                                  1000000000000005299290000000000005399000000000000000000000000000000005399000000000000000000000000000000000053990000000000000000000
1199073    20230522000054052173606    20149     125719    9BD281B31MYV694542  011CARLON53            9   0000001760199073                                  1000000000000008718303000000000009200000000000000000000000000000000009200000000000000000000000000000000000092000000000000000000000
1198773    20230515000729375563536    20149     124583    9BD341A5XLY6464762  011CARLON53            9   0000000436198773                                  1000000000000004262538000000000004600000000000000000000000000000000004600000000000000000000000000000000000046000000000000000000000
1199018    20230522000914248794346    20149     124831    9BD195A7MG07014912  011GERENTE_N           9   0000000436199018                                  1000000000000003363952000000000003100000000000000000000000000000000003100000000000000000000000000000000000031000000000000000000000
1199287    20230526000054802834646    20149     124522    9BD196272E22135612  011GERENTE_N           9   0000000436199287                                  1000000000000002957100000000000003000000000000000000000000000000000003000000000000000000000000000000000000030000000000000000000000
1199379    20230529000067413004906    20149     124528    9BD135019C21939932  011GERENTE_N           9   0000000436199379                                  1000000000000001757805000000000001800000000000000000000000000000000001800000000000000000000000000000000000018000000000000000000000
1198560    20230510000064908624416    20149     124715    98822617CLKD216982  011NATANN53            9   0000000395198560                                  1000000000000013610246000000000014500000000000000000000000000000000014500000000000000000000000000000000000145000000000000000000000
1199113    20230523000671705794726    20149     125831    9BD358A7HLYK413962  011ULISSN53            9   0000000395199113                                  1000000000000006388264000000000006500000000000000000000000000000000006500000000000000000000000000000000000065000000000000000000000
1199347    20230529000067273004966    20149     124416    9BD19627ZG22648852  011GERENTE_N           9   0000000436199347                                  1000000000000003097980000000000003100000000000000000000000000000000003100000000000000000000000000000000000031000000000000000000000
1198338    20230505000346893298776    20149     124866    988226115HKB082872  011GERENTE_N           9   0000000436198338                                  1000000000000006754875000000000006650000000000000000000000000000000006650000000000000000000000000000000000039900000000000000000000
1199476    202305310005680574837216   20324     995443    93HGK5830MZ2021972  011GERENTE_N           9   0000000436199476                                  1000000000000006432999000000000006320000000000000000000000000000000006320000000000000000000000000000000000063200000000000000000000
1198905    202305180000672023644017   20335     124419    9BRB29BT8K22274182  011NATANN53            9   0000000436198905                                  1000000000000005104572000000000005600000000000000000000000000000000005600000000000000000000000000000000000056000000000000000000000
1198562    202305100000516760343917   20335     995458    9BRK19BT5D20003402  011GERENTE_N           9   0000000436198562                                  1000000000000002544452000000000002200000000000000000000000000000000002200000000000000000000000000000000000022000000000000000000000
1199174    2023052400004227266483213  40325     124906    93YRBB004LJ3151052  011PAMELN53            9   0000000429199174                                  1000000000000004934934000000000004350000000000000000000000000000000005064813000000000000000000000000000000050648000000000000000000
1198486    2023050942023593000151213  40325     125442    93Y5SRD64FJ4674312  011GERENTE_N           9   0000000436198486                                  1000000000000002384728000000000002300000000000000000000000000000000002300000000000000000000000000000000000013800000000000000000000
1198561    20230510000051676034391900 40334     124499    9BHBG51DBDP1011812  011GERENTE_N           9   0000000436198561                                  1000000000000002885887000000000002600000000000000000000000000000000002600000000000000000000000000000000000026000000000000000000000
1199286    20230526000087719714831900 40334     125340    9BHCN51AANP2528452  011PAMELN53            9   0000000436199286                                  1000000000000005935242000000000005799000000000000000000000000000000005999000000000000000000000000000000000059990000000000000000000
1199203    20230525318548380001762100 20326     125468    93XATGA2WJCH342372  011GERENTE_N           9   0000000436199203                                  1000000000000007713624000000000007700000000000000000000000000000000007700000000000000000000000000000000000046200000000000000000000
