1AAA09          NONA  REVISÃO DE 90.000 KM OU 09 ANOS             00000000000000030002      
1CG001          CARGA DE GÁS                                      0000000000000001000GRL    
1DIAG           DIAGNOSTICO                                       00000000000000005002      
1DS-AL001       ALINHAMENTO DE DIRECAO                            00000000000000010012      
1DS-BL001       BALANCEAMENTO DE RODAS                            00000000000000010012      
1E0203          BALANCEAMENTO RODAS                               00000000000000010002      
1E2020          ALINHAMENTO DE DIRECAO                            00000000000000010002      
1FUN            SERVICO DE FUNILARIA                              00000000000000010001      
1H0042          Substituição das pastilha                         00000000000000010002      
1H0042....      PASTILHAS DE FREIO SUBSTITUIR                     00000000000000006002      
1H0042.......   PASTILHAS DE FREIO SUBSTITUIR                     00000000000000006002      
1H0042......... PASTILHAS DE FREIO SUBSTITUIR                     00000000000000006002      
1ISOLANTE NAT   ISOLANTE PAR ATENDIMENTO A IT- 015G/18            00000000000000000103      
1ISOLANTE NYOGELISOLANTE PARA ATENDIMENTO DA IT 015G/2018         00000000000000000103      
1J0675          CORREIA MOTRIZ ( SB)                              00000000000000020002      
1LUBRIFICAÇÃO   LUBRIFICACAO IT 006/19                            00000000000000010002      
1M0041          PRIMEIRA REVISAO ESPECIAL                         00000000000000019005      
1M0051          SEGUNDA REVISAO                                   00000000000000014005      
1M0061          TERCEIRA REVISAO                                  00000000000000026005      
1M0071          QUARTA REVISAO                                    00000000000000050005      
1M0081          QUINTA REVISAO                                    00000000000000040005      
1M0091          SEXTA REVISAO                                     00000000000000018005      
1M0101          SETIMA REVISAO                                    00000000000000023005      
1M0111          OITAVA REVISAO                                    00000000000000034005      
1M0121          NONA REVISAO                                      00000000000000025005      
1M0131          DECIMA REVISAO                                    00000000000000030005      
1M0141          DECIMA PRIMEIRA REVISAO                           00000000000000030005      
1M0181          DECIMA QUINTA REVISAO                             00000000000000030002      
1M1011          OITAVA REVISAO                                    00000000000000045012      
1MEC            MECANICA                                          00000000000000030002      
1ML             MARGEM DE LUCRATIVIDADE 28%                       00000000000000005002      
1MP             MATERIAL DE PINTURA                               00000000000000003004      
1PIN            SERVICO DE PINTURA                                00000000000000010001      
1REQ            REQUISICAO DE PECAS (FUNILARIA)                   00000000000000010001      
1ST             SERVICO DE TERCEIROS                              00000000000000010002      
1STF            SERVIÇO TERCEIRO FUN                              00000000000000005001      
1TAP            SERVICO DE TAPECARIA                              00000000000000010001      
1TR001          PRIMEIRA TROCA DE OLEO                            000000000000000020012     
1TR003          SEGUNDA TROCA DE OLEO                             000000000000000020012     
1TR005          TERCEIRA TROCA DE OLEO                            000000000000000020012     
1TR006          TROCA DE OLEO                                     000000000000000020012     
1TR007          QUARTA TROCA DE OLEO                              000000000000000020012     
1TR009          QUINTA TROCA DE OLEO                              000000000000000020012     
1TR011          SEXTA TROCA DE OLEO                               00000000000000002002      
1TR013           SETIMA  TROCA DE OLEO                            000000000000000020012     
1TR015          OITAVA TROCA DE OLEO                              000000000000000020012     
1TR019          DECIMA TROCA DE OLEO                              000000000000000020012     
